index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,home,game_id
12,Pierre-Emerick Aubameyang,10.0,ga GAB,FW,34-098,74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,76.5,0.0,14.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,52
13,Renan Lodi,12.0,br BRA,WB,25-169,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,35.0,77.1,1.0,22.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,52
14,Samuel Gigot,4.0,fr FRA,CB,29-347,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,3.0,1.0,2.0,0.0,0.0,0.1,1.0,0.0,7.0,12.0,58.3,1.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,52
15,Valentin Rongier,21.0,fr FRA,CM,28-291,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,25.0,64.0,1.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,52
0,14 Players,,,,,990,1.0,1.0,0.0,0.0,14.0,3.0,1.0,0.0,804.0,7.0,5.0,8.0,1.2,1.2,1.2,27.0,2.0,610.0,713.0,85.6,71.0,649.0,24.0,31.0,12.0,,,,,,,,,,,,,,,,,,,,,1,53
1,Alexsandro Ribeiro,4.0,br BRA,CB,24-048,45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,54.0,92.6,4.0,48.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,53
2,Angel Gomes,8.0,eng ENG,DM,23-026,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,1.0,0.0,0.0,0.0,0.0,0.1,4.0,0.0,78.0,85.0,91.8,12.0,80.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,53
3,Benjamin André,21.0,fr FRA,DM,33-054,90,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,90.0,1.0,0.0,2.0,0.2,0.2,0.1,4.0,0.0,70.0,85.0,82.4,10.0,76.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,53
4,Edon Zhegrova,23.0,xk KVX,RW,24-179,68,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,65.0,0.0,0.0,1.0,0.1,0.1,0.1,5.0,0.0,41.0,54.0,75.9,4.0,46.0,6.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,1,53
5,Hákon Arnar Haraldsson,7.0,is ISL,LW,20-169,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,26.0,80.8,3.0,26.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,1,53
6,Ismaily,31.0,br BRA,LB,33-258,90,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,0.0,1.0,1.0,0.0,0.0,0.2,1.0,1.0,59.0,67.0,88.1,9.0,64.0,9.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,1,53
7,Ivan Cavaleiro,17.0,pt POR,LW,29-343,27,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.4,0.4,0.2,3.0,0.0,11.0,16.0,68.8,1.0,15.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1,53
8,Jonathan David,9.0,ca CAN,FW,23-255,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,13.0,17.0,76.5,2.0,20.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,53
9,Leny Yoro,15.0,fr FRA,CB,17-317,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,116.0,2.0,2.0,1.0,0.1,0.1,0.0,0.0,0.0,94.0,104.0,90.4,6.0,92.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,53
10,Lucas Chevalier,30.0,fr FRA,GK,21-324,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,25.0,92.0,0.0,22.0,0.0,0.0,0.0,4.0,2.0,2.0,50.0,0.9,1.0,3.0,33.3,24.0,1.0,12.5,21.5,1.0,0.0,13.0,3.0,0.0,0.0,3.0,20.4,1,53
11,Rémy Cabella,10.0,fr FRA,AM,33-202,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,0.0,0.0,2.0,0.1,0.1,0.5,5.0,0.0,42.0,55.0,76.4,10.0,51.0,3.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,1,53
12,Samuel Umtiti,14.0,fr FRA,CB,29-316,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,61.0,95.1,3.0,57.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,53
13,Tiago Santos,22.0,pt POR,RB,21-065,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,50.0,64.0,78.1,7.0,50.0,0.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,1,53
0,16 Players,,,,,990,2.0,2.0,0.0,0.0,4.0,4.0,2.0,0.0,433.0,23.0,11.0,16.0,0.5,0.5,0.4,5.0,3.0,216.0,315.0,68.6,17.0,274.0,13.0,9.0,5.0,,,,,,,,,,,,,,,,,,,,,0,53
1,Amine Salama,11.0,fr FRA,FW,23-070,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,1.0,2.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,53
2,Azor Matusiwa,21.0,nl NED,CM,25-151,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,31.0,87.1,1.0,24.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,53
3,Emmanuel Agbadou,24.0,ci CIV,"CB,RB",26-101,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,53
4,Ibrahim Diakité,41.0,gn GUI,RB,19-330,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,40.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,53
5,Joseph Okumu,2.0,ke KEN,CB,26-123,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,33.0,66.7,1.0,32.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,53
6,Junya Ito,7.0,jp JPN,RW,30-201,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,8.0,19.0,42.1,1.0,18.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0,53
7,Keito Nakamura,17.0,jp JPN,LW,23-060,76,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,33.0,4.0,1.0,2.0,0.1,0.1,0.0,0.0,0.0,11.0,18.0,61.1,2.0,18.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,53
8,Marshall Munetsi,15.0,zw ZIM,"RM,CM",27-096,90,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,26.0,2.0,0.0,3.0,0.1,0.1,0.3,2.0,2.0,11.0,13.0,84.6,2.0,14.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,53
9,Mohammed Daramy,9.0,dk DEN,FW,21-262,76,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.2,0.2,0.1,1.0,0.0,8.0,12.0,66.7,1.0,13.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,0,53
10,Reda Khadra,14.0,de GER,"LW,FW",22-084,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,53
11,Teddy Teuma,10.0,mt MLT,LM,29-361,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,35.0,68.6,5.0,29.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,53
12,Thibault De Smet,25.0,be BEL,LB,25-113,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,73.3,1.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,53
13,Thomas Foket,32.0,be BEL,RB,29-001,87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,32.0,78.1,2.0,27.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,53
14,Valentin Atangana Edoa,6.0,fr FRA,"LM,CM",18-032,14,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,4.0,4.0,100.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,53
15,Yehvann Diouf,94.0,fr FRA,GK,23-314,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,45.0,55.6,0.0,36.0,0.0,1.0,1.0,3.0,1.0,2.0,66.7,1.0,5.0,24.0,20.8,37.0,8.0,54.1,41.3,8.0,50.0,42.9,24.0,4.0,16.7,1.0,12.0,0,53
0,15 Players,,,,,990,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,604.0,8.0,9.0,10.0,0.3,0.3,0.3,15.0,0.0,434.0,525.0,82.7,37.0,471.0,16.0,13.0,3.0,,,,,,,,,,,,,,,,,,,,,1,54
1,Dilane Bakwa,26.0,fr FRA,LW,21-034,60,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,19.0,0.0,1.0,0.0,0.1,0.1,0.1,2.0,0.0,8.0,11.0,72.7,1.0,13.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
2,Dion Moise Sahi,11.0,ci CIV,"RM,LM",21-283,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,2.0,11.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1,54
3,Emanuel Emegha,10.0,nl NED,FW,20-238,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,0.0,6.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
4,Gerzino Nyamsi,22.0,fr FRA,CB,26-250,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,103.0,2.0,1.0,3.0,0.1,0.1,0.1,2.0,0.0,81.0,93.0,87.1,3.0,87.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
5,Habib Diarra,19.0,sn SEN,"RM,LM",19-269,80,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,0.0,3.0,1.0,0.1,0.1,0.0,1.0,0.0,25.0,30.0,83.3,2.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
6,Ibrahima Sissoko,27.0,ml MLI,LM,25-337,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,2.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
7,Ismaël Doukouré,29.0,fr FRA,CM,20-067,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,54.0,85.2,4.0,45.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,54
8,Jessy Deminguet,7.0,fr FRA,LM,25-265,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,19.0,89.5,2.0,19.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
9,Kévin Gameiro,9.0,fr FRA,LW,36-143,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,85.7,1.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
10,Lebo Mothiba,12.0,za RSA,FW,27-244,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
11,Lucas Perrin,5.0,fr FRA,CB,24-314,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,95.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,77.0,88.0,87.5,3.0,80.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
12,Marvin Senaya,28.0,tg TOG,RB,22-244,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,68.0,80.9,6.0,51.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
13,Matz Sels,1.0,be BEL,GK,31-215,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,28.0,67.9,0.0,14.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0,1.1,2.0,9.0,22.2,19.0,3.0,36.8,34.4,9.0,22.2,31.0,5.0,0.0,0.0,2.0,22.7,1,54
14,Thomas Delaine,3.0,fr FRA,LB,31-189,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,51.0,65.0,78.5,4.0,53.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,54
0,16 Players,,,,,990,1.0,1.0,0.0,0.0,9.0,2.0,4.0,0.0,659.0,16.0,8.0,8.0,0.8,0.8,0.5,15.0,2.0,475.0,571.0,83.2,44.0,513.0,14.0,11.0,4.0,,,,,,,,,,,,,,,,,,,,,0,54
1,Adrien Thomasson,28.0,fr FRA,AM,29-293,16,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,11.0,0.0,1.0,0.0,0.3,0.3,0.0,1.0,0.0,7.0,7.0,100.0,0.0,9.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
2,Andy Diouf,18.0,fr FRA,CM,20-135,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,34.0,64.7,1.0,28.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,54
3,Angelo Fulgini,11.0,fr FRA,AM,27-040,74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,1.0,0.0,2.0,0.0,0.0,0.1,1.0,0.0,14.0,22.0,63.6,3.0,23.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0,54
4,Brice Samba,30.0,fr FRA,GK,29-157,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,35.0,91.4,0.0,25.0,0.0,0.0,0.0,2.0,0.0,2.0,100.0,0.4,6.0,9.0,66.7,30.0,7.0,26.7,30.2,5.0,20.0,24.4,10.0,0.0,0.0,1.0,19.3,0,54
5,Deiver Machado,3.0,co COL,WB,30-027,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,42.0,73.8,2.0,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
6,Elye Wahi,9.0,fr FRA,FW,20-270,65,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,1.0,6.0,10.0,60.0,0.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
7,Facundo Medina,14.0,ar ARG,CB,24-124,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,81.0,88.0,92.0,7.0,78.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
8,Florian Sotoca,7.0,fr FRA,AM,32-339,90,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,54.0,1.0,0.0,0.0,0.2,0.2,0.2,3.0,1.0,31.0,45.0,68.9,5.0,40.0,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
9,Jonathan Gradit,24.0,fr FRA,CB,30-309,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,61.0,93.4,5.0,56.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
10,Kevin Danso,4.0,at AUT,CB,25-010,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,69.0,89.9,4.0,54.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0,54
11,Morgan Guilavogui,27.0,gn GUI,FW,25-203,25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,1.0,0.0,2.0,0.1,0.1,0.1,2.0,0.0,5.0,7.0,71.4,0.0,10.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
12,Nampalys Mendy,26.0,sn SEN,CM,31-098,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,53.0,86.8,9.0,56.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
13,Neil El Aynaoui,23.0,fr FRA,CM,22-089,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,75.0,1.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
14,Przemysław Frankowski,29.0,pl POL,WB,28-170,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,87.5,2.0,12.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
15,Ruben Aguilar,2.0,fr FRA,WB,30-156,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0,3.0,1.0,0.0,0.0,0.1,2.0,0.0,37.0,47.0,78.7,3.0,40.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
0,15 Players,,,,,990,0.0,0.0,0.0,0.0,12.0,3.0,2.0,0.0,440.0,18.0,9.0,13.0,1.1,1.1,0.4,19.0,0.0,224.0,308.0,72.7,30.0,271.0,9.0,18.0,13.0,,,,,,,,,,,,,,,,,,,,,1,55
1,Alidu Seidu,36.0,gh GHA,CB,23-118,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,62.5,0.0,16.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,55
2,Andy Pelmard,17.0,fr FRA,CB,23-202,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,55.6,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,55
3,Bilal Boutobba,8.0,fr FRA,FW,25-032,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,55
4,Cheick Konaté,15.0,ml MLI,WB,19-181,90,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,47.0,4.0,1.0,3.0,0.1,0.1,0.1,7.0,0.0,18.0,30.0,60.0,2.0,33.0,3.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,1,55
5,Elba Rashani,18.0,xk KVX,CM,30-144,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,1.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,55
6,Habib Keita,6.0,ml MLI,CM,21-237,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,55
7,Jim Allevinah,11.0,ga GAB,WB,28-215,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,26.0,88.5,2.0,24.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,1,55
8,Johan Gastien,25.0,fr FRA,CM,35-248,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,5.0,0.0,1.0,0.0,0.0,0.1,3.0,0.0,29.0,37.0,78.4,7.0,29.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,55
9,Maxime Gonalons,12.0,fr FRA,CM,34-204,68,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,28.0,3.0,2.0,1.0,0.0,0.0,0.1,1.0,0.0,16.0,17.0,94.1,3.0,17.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,55
10,Maximiliano Caufriez,5.0,be BEL,CB,26-226,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0,2.0,1.0,0.1,0.1,0.0,0.0,0.0,12.0,15.0,80.0,0.0,11.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,55
11,Mehdi Zeffane,2.0,dz ALG,WB,31-134,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,55
12,Mory Diaw,99.0,sn SEN,GK,30-100,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,39.0,46.2,0.0,28.0,0.0,0.0,0.0,10.0,0.0,10.0,100.0,1.5,12.0,30.0,40.0,33.0,3.0,72.7,51.2,6.0,100.0,59.2,18.0,0.0,0.0,1.0,12.5,1,55
13,Muhammed Cham,10.0,at AUT,FW,23-004,83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,39.0,50.0,78.0,7.0,42.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,55
14,Shamar Nicholson,23.0,jm JAM,FW,26-198,90,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,39.0,0.0,0.0,0.0,0.3,0.3,0.1,4.0,0.0,22.0,26.0,84.6,5.0,29.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,1,55
0,13 Players,,,,,990,0.0,0.0,0.0,0.0,21.0,10.0,3.0,0.0,724.0,13.0,8.0,11.0,3.1,3.1,3.0,41.0,0.0,534.0,617.0,86.5,80.0,577.0,27.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,0,55
1,Achraf Hakimi,2.0,ma MAR,"RB,RM",24-330,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,81.0,1.0,1.0,2.0,0.0,0.0,0.4,7.0,0.0,64.0,73.0,87.7,16.0,67.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0,55
2,Bradley Barcola,29.0,fr FRA,LM,21-028,63,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,17.0,23.0,73.9,2.0,24.0,3.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,0,55
3,Danilo Pereira,15.0,pt POR,CB,32-021,90,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,71.0,2.0,1.0,1.0,0.4,0.4,0.0,0.0,0.0,50.0,59.0,84.7,5.0,50.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,55
4,Fabián Ruiz Peña,8.0,es ESP,CM,27-180,90,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,81.0,4.0,1.0,0.0,0.1,0.1,0.2,2.0,0.0,66.0,74.0,89.2,7.0,71.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,55
5,Gianluigi Donnarumma,99.0,it ITA,GK,24-217,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,96.0,0.0,19.0,0.0,0.0,0.0,3.0,0.0,3.0,100.0,1.1,3.0,4.0,75.0,19.0,5.0,21.1,23.9,6.0,0.0,14.0,14.0,1.0,7.1,5.0,24.2,0,55
6,Gonçalo Ramos,9.0,pt POR,FW,22-102,27,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,4.0,7.0,57.1,1.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,55
