index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att_y,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,home,game_id
12,Theo Hernández,19.0,fr FRA,LB,25-356,83.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,82.0,2.0,1.0,1.0,0.0,0.0,0.2,8.0,1.0,69.0,73.0,94.5,4.0,60.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,53
13,Tijjani Reijnders,14.0,nl NED,LM,25-060,58.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,56.0,0.0,1.0,0.0,0.1,0.1,0.3,6.0,1.0,40.0,45.0,88.9,6.0,45.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,53
14,Tommaso Pobega,32.0,it ITA,LM,24-074,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,88.2,2.0,16.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,53
15,Yacine Adli,7.0,fr FRA,CM,23-060,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,3.0,0.0,3.0,0.0,0.0,0.1,5.0,1.0,72.0,78.0,92.3,12.0,57.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,53
0,16 Players,,,,,990.0,4.0,2.0,1.0,1.0,22.0,9.0,1.0,0.0,714.0,21.0,10.0,6.0,3.3,2.5,1.8,44.0,7.0,542.0,616.0,88.0,51.0,415.0,19.0,25.0,16.0,,,,,,,,,,,,,,,,,,,,,1,54
1,Alex Meret,1.0,it ITA,GK,26-189,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,30.0,96.7,0.0,18.0,0.0,0.0,0.0,3.0,1.0,2.0,66.7,1.0,0.0,1.0,0.0,23.0,2.0,4.3,23.8,7.0,0.0,20.1,15.0,0.0,0.0,0.0,13.7,1,54
2,Andre-Frank Zambo Anguissa,99.0,cm CMR,RM,27-315,82.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,57.0,60.0,95.0,7.0,42.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,1,54
3,Elif Elmas,7.0,mk MKD,LW,24-003,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,8.0,87.5,0.0,3.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,1,54
4,Giacomo Raspadori,81.0,it ITA,RW,23-221,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
5,Giovanni Di Lorenzo,22.0,it ITA,RB,30-054,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,3.0,1.0,0.0,0.0,0.0,0.2,4.0,0.0,74.0,82.0,90.2,10.0,60.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,1,54
6,Giovanni Simeone,18.0,ar ARG,FW,28-084,28.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,9.0,0.0,0.0,0.0,0.4,0.4,0.0,2.0,0.0,4.0,4.0,100.0,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
7,Jens Cajuste,24.0,se SWE,LM,24-048,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.1,0.1,0.0,1.0,1.0,6.0,8.0,75.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
8,Jesper Lindstrøm,29.0,dk DEN,"RW,RM",23-210,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.1,0.1,0.2,4.0,0.0,18.0,19.0,94.7,2.0,15.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1,54
9,Khvicha Kvaratskhelia,77.0,ge GEO,LW,22-227,82.0,1.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,45.0,0.0,0.0,2.0,0.8,0.8,0.3,6.0,4.0,24.0,34.0,70.6,3.0,31.0,8.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,1,54
10,Leo Skiri Østigård,55.0,no NOR,CB,23-303,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,53.0,88.7,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
11,Matteo Politano,21.0,it ITA,RW,30-055,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,1.0,0.0,0.0,0.0,0.7,5.0,1.0,28.0,36.0,77.8,8.0,24.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,1,54
12,Mário Rui,6.0,pt POR,LB,32-123,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,86.0,5.0,3.0,0.0,0.1,0.1,0.1,3.0,0.0,65.0,76.0,85.5,4.0,39.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
13,Natan,3.0,br BRA,CB,22-233,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,65.0,90.8,1.0,49.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
14,Piotr Zieliński,20.0,pl POL,LM,29-130,70.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,59.0,3.0,0.0,0.0,0.9,0.1,0.2,7.0,0.0,41.0,51.0,80.4,7.0,27.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,1,54
15,Stanislav Lobotka,68.0,sk SVK,CM,28-306,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,2.0,1.0,0.0,0.0,0.0,0.1,4.0,1.0,72.0,74.0,97.3,9.0,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,54
0,16 Players,,,,,990.0,1.0,1.0,0.0,0.0,13.0,3.0,1.0,0.0,442.0,11.0,3.0,11.0,0.7,0.7,0.7,25.0,2.0,266.0,322.0,82.6,29.0,257.0,14.0,27.0,17.0,,,,,,,,,,,,,,,,,,,,,0,54
1,Festy Ebosele,2.0,ie IRL,WB,21-056,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,1.0,0.0,0.0,0.1,3.0,0.0,12.0,16.0,75.0,3.0,15.0,2.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,0,54
2,Florian Thauvin,26.0,fr FRA,FW,30-244,57.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,10.0,13.0,76.9,3.0,15.0,2.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,0,54
3,Hassane Kamara,12.0,ci CIV,WB,29-206,71.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,19.0,24.0,79.2,2.0,20.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,0,54
4,Isaac Success,7.0,ng NGA,FW,27-263,33.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,6.0,8.0,75.0,2.0,11.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0,54
5,Jaka Bijol,29.0,si SVN,CB,24-234,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,0.0,0.0,2.0,0.0,0.0,0.1,1.0,0.0,29.0,35.0,82.9,4.0,24.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
6,Jordan Zemura,33.0,zw ZIM,WB,23-317,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,9.0,66.7,0.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,54
7,João Ferreira,13.0,pt POR,WB,22-189,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,11.0,72.7,0.0,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
8,Lazar Samardzic,24.0,rs SRB,CM,21-215,32.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,1.0,0.0,0.0,0.2,0.2,0.0,4.0,2.0,14.0,18.0,77.8,0.0,12.0,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,0,54
9,Lorenzo Lucca,17.0,it ITA,FW,23-017,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,8.0,75.0,0.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
10,Marco Silvestri,1.0,it ITA,GK,32-209,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,90.5,0.0,11.0,0.0,0.0,0.0,10.0,4.0,6.0,70.0,5.5,2.0,4.0,50.0,11.0,4.0,18.2,25.9,10.0,20.0,26.7,12.0,0.0,0.0,0.0,15.5,0,54
11,Martín Payero,32.0,ar ARG,CM,25-016,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,29.0,34.0,85.3,6.0,25.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,0,54
12,Nehuén Pérez,18.0,ar ARG,CB,23-095,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,47.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,31.0,39.0,79.5,5.0,24.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0,54
13,Roberto Pereyra,37.0,ar ARG,CM,32-263,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,11.0,90.9,0.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
14,Sandi Lovrić,4.0,si SVN,CM,25-183,71.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,32.0,2.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,16.0,22.0,72.7,0.0,24.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
15,Thomas Kristensen,31.0,dk DEN,CB,21-253,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,33.0,97.0,1.0,22.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,54
0,15 Players,,,,,990.0,2.0,2.0,0.0,0.0,6.0,3.0,1.0,0.0,641.0,17.0,16.0,9.0,0.9,0.9,0.9,12.0,4.0,473.0,564.0,83.9,41.0,363.0,15.0,12.0,7.0,,,,,,,,,,,,,,,,,,,,,1,55
1,Adam Marušić,77.0,me MNE,LB,30-345,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,90.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,80.0,86.3,5.0,49.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,1,55
2,Alessio Romagnoli,13.0,it ITA,CB,28-258,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,53.0,90.6,5.0,25.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,55
3,Ciro Immobile,17.0,it ITA,FW,33-219,73.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10.0,14.0,71.4,0.0,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,55
4,Elseid Hysaj,23.0,al ALB,RB,29-219,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,55
5,Felipe Anderson,7.0,br BRA,RW,30-165,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,3.0,1.0,2.0,0.0,0.0,0.4,3.0,2.0,33.0,44.0,75.0,6.0,25.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,55
6,Gustav Isaksen,18.0,dk DEN,LW,22-161,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,4.0,4.0,100.0,0.0,5.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,55
7,Ivan Provedel,94.0,it ITA,GK,29-194,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,41.0,68.3,0.0,29.0,0.0,0.0,0.0,2.0,0.0,2.0,100.0,0.2,5.0,17.0,29.4,35.0,3.0,37.1,37.6,6.0,66.7,57.2,8.0,1.0,12.5,0.0,10.0,1,55
8,Luis Alberto,10.0,es ESP,LM,30-364,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,49.0,64.0,76.6,9.0,39.0,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,55
9,Manuel Lazzari,29.0,it ITA,RB,29-302,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,1.0,0.0,0.0,0.0,0.1,1.0,1.0,45.0,49.0,91.8,5.0,32.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,55
10,Mattia Zaccagni,20.0,it ITA,LW,28-103,79.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,53.0,3.0,1.0,2.0,0.4,0.4,0.0,1.0,0.0,36.0,42.0,85.7,4.0,37.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,1,55
11,Mattéo Guendouzi,8.0,fr FRA,RM,24-166,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,55
12,Matías Vecino,5.0,uy URU,RM,32-034,73.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,39.0,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,27.0,34.0,79.4,5.0,25.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,55
13,Nicolò Casale,15.0,it ITA,CB,25-225,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,2.0,3.0,0.0,0.1,0.1,0.0,1.0,0.0,56.0,58.0,96.6,0.0,35.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,55
14,Nicolò Rovella,65.0,it ITA,CM,21-297,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,57.0,91.2,1.0,31.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,55
0,16 Players,,,,,990.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,637.0,11.0,11.0,13.0,0.4,0.4,0.2,11.0,0.0,467.0,550.0,84.9,28.0,449.0,18.0,13.0,8.0,,,,,,,,,,,,,,,,,,,,,0,55
1,Adrien Tameze,61.0,cm CMR,CM,29-235,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,31.0,87.1,1.0,23.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0,55
2,Alessandro Buongiorno,4.0,it ITA,CB,24-113,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,84.6,0.0,11.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,55
3,Antonio Sanabria,9.0,py PAR,AM,27-207,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,76.9,1.0,23.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,0,55
4,Brandon Soppy,93.0,fr FRA,WB,21-218,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,6.0,11.0,54.5,0.0,8.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0,55
5,Duván Zapata,91.0,co COL,FW,32-179,59.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,11.0,11.0,100.0,0.0,12.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0,55
6,Ivan Ilić,8.0,rs SRB,CM,22-194,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,100.0,1.0,15.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,55
7,Nemanja Radonjić,10.0,rs SRB,FW,27-224,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,3.0,7.0,42.9,0.0,6.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,0,55
8,Nikola Vlašić,16.0,hr CRO,AM,25-358,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,38.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,24.0,30.0,80.0,5.0,24.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,55
9,Perr Schuurs,3.0,nl NED,CB,23-305,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,67.0,74.0,90.5,2.0,59.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,55
10,Pietro Pellegri,11.0,it ITA,WB,22-194,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,55
11,Raoul Bellanova,19.0,it ITA,WB,23-133,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,36.0,80.6,2.0,29.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0,55
12,Ricardo Rodríguez,13.0,ch SUI,CB,31-033,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,62.0,71.0,87.3,2.0,62.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,55
13,Saba Sazonov,15.0,ge GEO,CB,21-238,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,44.0,93.2,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,55
14,Samuele Ricci,28.0,it ITA,CM,22-037,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,78.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,71.0,88.7,6.0,53.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,55
15,Valentino Lazaro,20.0,at AUT,WB,27-187,79.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,43.0,54.0,79.6,8.0,41.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,55
0,16 Players,,,,,990.0,1.0,1.0,0.0,0.0,13.0,3.0,0.0,0.0,725.0,15.0,13.0,4.0,0.9,0.9,0.8,24.0,2.0,529.0,640.0,82.7,51.0,398.0,23.0,12.0,9.0,,,,,,,,,,,,,,,,,,,,,1,56
1,Alessandro Bastoni,95.0,it ITA,CB,24-167,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,45.0,51.0,88.2,5.0,29.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,56
2,Alexis Sánchez,70.0,cl CHI,FW,34-282,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,75.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,56
3,Carlos Augusto,30.0,br BRA,WB,24-263,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,15.0,18.0,83.3,2.0,6.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,56
4,Davide Frattesi,16.0,it ITA,CM,23-340,23.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,6.0,7.0,85.7,2.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,56
5,Davy Klaassen,14.0,nl NED,CM,30-218,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,56
6,Denzel Dumfries,2.0,nl NED,WB,27-162,90.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,63.0,0.0,0.0,0.0,0.1,0.1,0.3,4.0,1.0,40.0,54.0,74.1,4.0,34.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,1,56
7,Federico Dimarco,32.0,it ITA,WB,25-321,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,32.0,47.0,68.1,3.0,21.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,56
8,Francesco Acerbi,15.0,it ITA,CB,35-229,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,82.0,1.0,5.0,0.0,0.1,0.1,0.0,1.0,0.0,65.0,74.0,87.8,2.0,41.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,56
9,Hakan Çalhanoğlu,20.0,tr TUR,CM,29-231,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,1.0,1.0,0.0,0.0,0.1,1.0,0.0,59.0,65.0,90.8,3.0,38.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1,56
10,Henrikh Mkhitaryan,22.0,am ARM,CM,34-249,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,33.0,78.8,4.0,19.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,56
11,Lautaro Martínez,10.0,ar ARG,FW,26-036,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,42.0,3.0,1.0,1.0,0.1,0.1,0.0,1.0,0.0,22.0,28.0,78.6,5.0,24.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1,56
12,Marcus Thuram,9.0,fr FRA,FW,26-052,67.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.3,0.3,0.1,2.0,1.0,14.0,22.0,63.6,2.0,19.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1,56
13,Matteo Darmian,36.0,it ITA,CB,33-299,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,77.0,87.0,88.5,4.0,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,56
14,Nicolò Barella,23.0,it ITA,CM,26-232,90.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,88.0,0.0,1.0,0.0,0.1,0.1,0.1,4.0,0.0,68.0,79.0,86.1,14.0,55.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,56
15,Stefan de Vrij,6.0,nl NED,CB,31-234,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,23.0,87.0,1.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,56
0,16 Players,,,,,990.0,2.0,2.0,0.0,0.0,13.0,6.0,1.0,0.0,486.0,8.0,11.0,10.0,1.0,1.0,1.0,22.0,4.0,292.0,377.0,77.5,27.0,280.0,16.0,14.0,9.0,,,,,,,,,,,,,,,,,,,,,0,56
1,Andrea Consigli,47.0,it ITA,GK,36-243,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,40.0,60.0,0.0,24.0,0.0,0.0,0.0,3.0,1.0,2.0,66.7,0.9,7.0,23.0,30.4,32.0,4.0,65.6,46.0,8.0,25.0,29.4,27.0,2.0,7.4,0.0,8.3,0,56
2,Andrea Pinamonti,9.0,it ITA,FW,24-131,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,11.0,14.0,78.6,1.0,9.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,0,56
3,Armand Lauriente,45.0,fr FRA,LW,24-297,90.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,36.0,1.0,0.0,2.0,0.2,0.2,0.0,3.0,0.0,17.0,21.0,81.0,4.0,27.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,0,56
