Player,#,Team Name,Nation,Pos,season,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Succ,total_games
Boubacar Traoré,6.0,Wolves,ml MLI,FW,2023-2024,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,4.333333333333333,48.13333333333333,0.3333333333333333,2.0,0.0,0.0,3
Boubacar Traoré,6.0,Wolves,ml MLI,RW,2023-2024,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,4.0,0.0,0.0,1
Boubakar Kouyaté,4.0,Montpellier,ml MLI,CB,2023-2024,87.54545454545455,0.0,0.09090909090909091,0.0,0.0,0.6363636363636364,0.09090909090909091,5.0,1.0,52.22727272727273,2.227272727272727,1.3181818181818181,1.4090909090909092,0.03636363636363637,0.03636363636363637,0.05454545454545454,0.5,0.09090909090909091,32.45454545454545,39.45454545454545,81.46363636363637,2.590909090909091,31.772727272727273,0.18181818181818182,0.13636363636363635,22
Boubakar Kouyaté,4.0,Montpellier,ml MLI,RW,2023-2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,1.0,5.0,0.0,0.0,1
Boubakary Soumaré,24.0,Sevilla,fr FRA,AM,2023-2024,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1
Boubakary Soumaré,24.0,Sevilla,fr FRA,CM,2023-2024,88.04761904761905,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,8.0,0.0,51.57142857142857,1.2380952380952381,0.9523809523809523,1.0476190476190477,0.0,0.0,0.04285714285714286,1.1428571428571428,0.09523809523809523,40.57142857142857,44.80952380952381,89.9095238095238,3.3333333333333335,28.333333333333332,1.1428571428571428,0.8095238095238095,21
Boubakary Soumaré,24.0,Sevilla,fr FRA,"CM,RM",2023-2024,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,60.0,81.7,8.0,43.0,3.0,1.0,1
Boubakary Soumaré,24.0,Sevilla,fr FRA,DM,2023-2024,53.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.6666666666666665,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,26.0,29.666666666666668,81.86666666666666,2.6666666666666665,19.666666666666668,0.3333333333333333,0.3333333333333333,3
Boubakary Soumaré,24.0,Sevilla,fr FRA,"DM,CM",2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,1.5,1.5,1.5,0.0,0.0,0.0,2.0,0.0,64.5,70.5,91.35,8.0,39.5,0.5,1.0,2
Boulaye Dia,10.0,Salernitana,sn SEN,AM,2023-2024,66.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,20.666666666666668,0.3333333333333333,0.3333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.03333333333333333,2.0,0.0,11.333333333333334,12.666666666666666,91.89999999999999,2.3333333333333335,16.666666666666668,1.6666666666666667,2.0,3
Boulaye Dia,10.0,Salernitana,sn SEN,"AM,FW",2023-2024,90.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.4,0.4,0.0,2.0,0.0,11.0,13.0,84.6,0.0,15.0,2.0,0.0,1
Boulaye Dia,10.0,Salernitana,sn SEN,"CM,AM",2023-2024,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,10.0,10.0,100.0,2.0,9.0,0.0,0.0,1
Boulaye Dia,10.0,Salernitana,sn SEN,FW,2023-2024,64.57142857142857,0.14285714285714285,0.0,0.0,0.0,1.4285714285714286,0.5714285714285714,0.0,0.0,20.571428571428573,0.0,0.14285714285714285,0.2857142857142857,0.18571428571428572,0.18571428571428572,0.014285714285714287,1.2857142857142858,0.0,11.571428571428571,14.428571428571429,84.44285714285715,0.7142857142857143,14.0,0.8571428571428571,0.42857142857142855,7
Boulaye Dia,10.0,Salernitana,sn SEN,"FW,AM",2023-2024,90.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,37.0,1.0,0.0,1.0,0.4,0.4,0.0,1.0,0.0,16.0,22.0,72.7,2.0,27.0,2.0,1.0,1
Boulaye Dia,10.0,Salernitana,sn SEN,"FW,AM,LW",2023-2024,90.0,2.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,30.0,1.0,0.0,2.0,1.3,0.5,0.0,1.0,0.0,15.0,18.0,83.3,0.0,25.0,0.0,1.0,1
Boulaye Dia,10.0,Salernitana,sn SEN,"FW,LM",2023-2024,90.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,25.0,1.0,0.0,0.0,0.1,0.1,0.1,2.0,0.0,15.0,17.0,88.2,2.0,21.0,2.0,1.0,1
Boulaye Dia,10.0,Salernitana,sn SEN,LW,2023-2024,90.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,36.0,0.0,1.0,0.0,0.2,0.2,0.0,3.0,0.0,18.0,21.0,85.7,4.0,25.0,1.0,1.0,1
Boulaye Dia,10.0,Salernitana,sn SEN,"WB,FW",2023-2024,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,6.0,0.0,1.0,1
Bouna Sarr,20.0,Bayern Munich,sn SEN,"LB,RB",2023-2024,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,102.0,2.0,0.0,3.0,0.2,0.2,0.0,0.0,0.0,82.0,91.0,90.1,1.0,49.0,2.0,1.0,1
Bouna Sarr,20.0,Bayern Munich,sn SEN,RB,2023-2024,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,76.9,1.0,9.0,1.0,0.0,1
Bradley Barcola,26.0,Lyon,fr FRA,LW,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,1.0,1.0,0.0,0.0,0.1,2.0,0.0,15.0,22.0,68.2,4.0,27.0,8.0,4.0,1
Bradley Barcola,26.0,Lyon,fr FRA,RW,2023-2024,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,46.5,2.0,0.5,1.5,0.05,0.05,0.1,1.5,0.0,27.5,34.0,80.8,2.5,38.0,1.5,2.0,2
Bradley Barcola,29.0,Paris S-G,fr FRA,AM,2023-2024,52.5,0.0,0.5,0.0,0.0,0.75,0.25,0.0,0.0,32.75,1.75,0.25,1.75,0.05,0.05,0.3,2.5,0.75,18.25,24.0,73.375,2.5,26.25,2.0,1.25,4
Bradley Barcola,29.0,Paris S-G,fr FRA,FW,2023-2024,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.6,0.6,0.0,2.0,0.0,10.0,11.0,90.9,1.0,13.0,1.0,0.0,1
Bradley Barcola,29.0,Paris S-G,fr FRA,LM,2023-2024,63.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,17.0,23.0,73.9,2.0,24.0,3.0,2.0,1
Bradley Barcola,29.0,Paris S-G,fr FRA,"LM,WB",2023-2024,82.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,5.0,2.0,1.0,0.1,0.1,0.1,5.0,0.0,25.0,30.0,83.3,5.0,31.0,8.0,4.0,1
Bradley Barcola,29.0,Paris S-G,fr FRA,LW,2023-2024,64.45454545454545,0.36363636363636365,0.2727272727272727,0.0,0.0,1.6363636363636365,0.5454545454545454,2.0,1.0,36.18181818181818,1.3636363636363635,0.45454545454545453,1.5454545454545454,0.24545454545454548,0.24545454545454548,0.2,3.0,0.5454545454545454,18.818181818181817,24.636363636363637,74.84,2.0,29.0,4.2727272727272725,2.3636363636363638,11
Bradley Barcola,29.0,Paris S-G,fr FRA,"LW,AM",2023-2024,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,0.0,0.0,0.0,0.0,0.1,4.0,0.0,39.0,50.0,78.0,5.0,50.0,15.0,2.0,1
Bradley Barcola,29.0,Paris S-G,fr FRA,"LW,RW",2023-2024,52.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,0.2,0.2,0.1,3.0,0.0,10.0,14.0,71.4,3.0,18.0,2.0,2.0,1
Bradley Barcola,29.0,Paris S-G,fr FRA,RM,2023-2024,29.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,26.0,1.0,0.0,0.0,0.1,0.1,1.2,4.0,2.0,14.0,18.0,77.8,1.0,22.0,5.0,2.0,1
Bradley Barcola,29.0,Paris S-G,fr FRA,RW,2023-2024,19.666666666666668,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,14.333333333333334,0.0,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,1.0,0.0,8.333333333333334,10.333333333333334,84.13333333333334,1.6666666666666667,11.666666666666666,0.6666666666666666,0.0,3
Bradley Barcola,29.0,Paris S-G,fr FRA,"RW,LW",2023-2024,61.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.2,3.0,1.0,16.0,18.0,88.9,2.0,22.0,2.0,3.0,1
Bradley Locko,2.0,Brest,fr FRA,LB,2023-2024,89.66666666666667,0.0,0.09090909090909091,0.0,0.0,0.36363636363636365,0.06060606060606061,5.0,0.0,68.75757575757575,2.9393939393939394,1.2121212121212122,0.8484848484848485,0.0030303030303030303,0.0030303030303030303,0.05151515151515152,1.9090909090909092,0.21212121212121213,46.78787878787879,56.121212121212125,83.17575757575757,3.909090909090909,44.42424242424242,2.515151515151515,1.696969696969697,33
Brahim Díaz,21.0,Real Madrid,ma MAR,AM,2023-2024,61.0,0.2,0.0,0.0,0.0,1.4,0.6,0.0,0.0,29.6,0.6,0.2,0.6,0.14,0.14,0.02,2.6,0.0,19.0,22.2,86.67999999999999,1.2,19.6,2.0,0.8,5
Brahim Díaz,21.0,Real Madrid,ma MAR,CB,2023-2024,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.2,5.0,1.0,14.0,18.0,77.8,3.0,21.0,1.0,1.0,1
Brahim Díaz,21.0,Real Madrid,ma MAR,FW,2023-2024,38.75,0.25,0.125,0.0,0.0,1.625,0.625,0.0,0.0,25.375,0.875,0.0,0.5,0.2375,0.2375,0.07500000000000001,2.125,0.5,16.75,19.75,83.6875,2.5,18.0,2.5,1.75,8
Brahim Díaz,21.0,Real Madrid,ma MAR,"FW,RW",2023-2024,28.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.1,0.1,0.8,1.0,1.0,10.0,13.0,76.9,0.0,10.0,1.0,1.0,1
Brahim Díaz,21.0,Real Madrid,ma MAR,LM,2023-2024,45.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,29.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,15.5,21.0,73.45,1.5,19.0,3.0,1.0,2
Brahim Díaz,21.0,Real Madrid,ma MAR,"LM,DM",2023-2024,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,8.0,9.0,88.9,5.0,10.0,2.0,1.0,1
Brahim Díaz,21.0,Real Madrid,ma MAR,LW,2023-2024,72.5,0.75,0.5,0.0,0.0,1.75,1.5,0.0,0.0,48.25,1.75,0.0,0.25,0.375,0.375,0.125,3.0,1.5,31.75,36.25,87.7,4.0,33.25,3.0,3.5,4
Brahim Díaz,21.0,Real Madrid,ma MAR,"LW,RW",2023-2024,72.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,67.0,0.0,1.0,1.0,0.1,0.1,0.2,6.0,1.0,44.0,50.0,88.0,5.0,50.0,6.0,6.0,1
Brahim Díaz,21.0,Real Madrid,ma MAR,RM,2023-2024,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.5,0.0,5.0,5.5,83.35,1.0,5.0,0.5,1.0,2
Brahim Díaz,21.0,Real Madrid,ma MAR,"RM,CM",2023-2024,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,0.0,8.0,1.0,0.0,1
Brahim Díaz,21.0,Real Madrid,ma MAR,"RM,LW",2023-2024,87.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,70.0,1.0,2.0,1.0,0.3,0.3,0.6,2.0,1.0,47.0,60.0,78.3,5.0,64.0,5.0,3.0,1
Brahim Díaz,21.0,Real Madrid,ma MAR,RW,2023-2024,78.66666666666667,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,44.333333333333336,2.6666666666666665,0.3333333333333333,1.0,0.03333333333333333,0.03333333333333333,0.3666666666666667,4.333333333333333,0.6666666666666666,27.0,32.333333333333336,83.89999999999999,2.6666666666666665,29.333333333333332,2.6666666666666665,2.0,3
Brahim Díaz,21.0,Real Madrid,ma MAR,"RW,LM,FW",2023-2024,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.9,0.9,0.0,1.0,0.0,16.0,18.0,88.9,2.0,20.0,3.0,1.0,1
Brais Méndez,23.0,Real Sociedad,es ESP,AM,2023-2024,78.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,57.0,0.0,1.0,0.0,0.3,0.3,0.1,5.0,0.0,38.0,46.0,82.6,5.0,31.0,3.0,1.0,1
Brais Méndez,23.0,Real Sociedad,es ESP,"AM,RW",2023-2024,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,29.0,42.0,69.0,5.0,20.0,0.0,2.0,1
Brais Méndez,23.0,Real Sociedad,es ESP,CM,2023-2024,73.66666666666667,0.1111111111111111,0.2222222222222222,0.0,0.0,1.7777777777777777,0.2222222222222222,0.0,0.0,47.333333333333336,0.8888888888888888,0.4444444444444444,0.8888888888888888,0.15555555555555556,0.15555555555555556,0.15555555555555556,3.3333333333333335,0.5555555555555556,25.77777777777778,38.111111111111114,70.06666666666666,3.0,24.666666666666668,1.2222222222222223,0.7777777777777778,9
Brais Méndez,23.0,Real Sociedad,es ESP,FW,2023-2024,88.0,0.5,0.5,0.0,0.0,2.5,1.0,2.0,0.0,48.0,1.0,0.5,0.5,0.2,0.2,0.2,4.5,2.0,27.5,37.0,74.6,5.5,20.5,1.5,0.5,2
Brais Méndez,23.0,Real Sociedad,es ESP,"FW,LM",2023-2024,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,48.0,1.0,0.0,1.0,0.1,0.1,0.0,3.0,2.0,33.0,38.0,86.8,7.0,35.0,4.0,2.0,1
Brais Méndez,23.0,Real Sociedad,es ESP,LM,2023-2024,30.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,1.0,0.0,20.666666666666668,0.6666666666666666,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,1.6666666666666667,0.0,14.0,15.0,92.10000000000001,2.0,10.0,0.3333333333333333,0.0,3
Brais Méndez,23.0,Real Sociedad,es ESP,RM,2023-2024,79.2,0.2,0.3,0.0,0.0,2.2,0.5,1.0,0.0,50.2,1.8,0.4,0.8,0.1,0.1,0.21000000000000002,3.3,0.5,31.5,40.2,77.65,3.5,31.1,1.5,0.9,10
Brais Méndez,23.0,Real Sociedad,es ESP,"RM,AM",2023-2024,90.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,47.0,1.0,1.0,1.0,0.3,0.3,0.0,3.0,0.0,24.0,35.0,68.6,7.0,25.0,1.0,1.0,1
Brais Méndez,23.0,Real Sociedad,es ESP,"RM,CM",2023-2024,90.0,0.0,0.0,0.0,0.0,3.5,1.0,0.0,0.0,61.0,1.0,0.0,0.5,0.15000000000000002,0.15000000000000002,0.1,4.0,0.0,39.0,50.0,77.2,5.0,39.0,2.0,0.5,2
Brais Méndez,23.0,Real Sociedad,es ESP,"RM,FW",2023-2024,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,59.0,1.0,0.0,2.0,0.1,0.1,0.0,1.0,0.0,34.0,45.0,75.6,3.0,31.0,3.0,0.0,1
Brais Méndez,23.0,Real Sociedad,es ESP,"RM,LM",2023-2024,90.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,92.0,4.0,0.0,1.0,0.2,0.2,0.0,1.0,0.0,62.0,74.0,83.8,12.0,60.0,0.0,0.0,1
Brajan Gruda,43.0,Mainz 05,de GER,AM,2023-2024,72.85714285714286,0.2857142857142857,0.14285714285714285,0.0,0.0,1.3571428571428572,0.7142857142857143,4.0,0.0,38.785714285714285,0.6428571428571429,0.14285714285714285,0.5,0.19285714285714287,0.19285714285714287,0.20714285714285716,4.785714285714286,0.2857142857142857,18.0,27.357142857142858,64.70714285714286,3.142857142857143,24.5,4.0,2.4285714285714284,14
Brajan Gruda,43.0,Mainz 05,de GER,"AM,CM",2023-2024,21.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,12.0,18.0,66.7,0.0,17.0,4.0,2.0,1
Brajan Gruda,43.0,Mainz 05,de GER,"AM,FW",2023-2024,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,11.0,63.6,0.0,16.0,0.0,2.0,1
Brajan Gruda,43.0,Mainz 05,de GER,"AM,RM",2023-2024,90.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,48.0,1.0,1.0,2.0,0.2,0.2,0.1,9.0,1.0,21.0,35.0,60.0,4.0,30.0,7.0,6.0,1
Brajan Gruda,43.0,Mainz 05,de GER,"AM,RW",2023-2024,75.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,38.0,0.0,0.0,2.0,0.3,0.3,0.3,3.0,0.0,11.0,21.0,52.4,5.0,25.0,4.0,3.0,1
Brajan Gruda,43.0,Mainz 05,de GER,"AM,WB",2023-2024,74.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,0.0,1.0,1.0,0.0,0.0,0.1,1.0,0.0,12.0,24.0,50.0,0.0,23.0,2.0,3.0,1
Brajan Gruda,43.0,Mainz 05,de GER,CM,2023-2024,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,75.0,2.0,15.0,2.0,1.0,1
Brajan Gruda,43.0,Mainz 05,de GER,FW,2023-2024,15.666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,13.0,0.3333333333333333,0.0,0.3333333333333333,0.03333333333333333,0.03333333333333333,0.0,2.0,0.0,4.666666666666667,8.0,39.86666666666667,0.0,6.0,0.6666666666666666,1.3333333333333333,3
Brajan Gruda,43.0,Mainz 05,de GER,RW,2023-2024,60.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,39.0,1.25,0.25,0.5,0.025,0.025,0.175,3.0,0.0,19.75,29.75,65.1,3.75,21.25,5.25,3.0,4
Brajan Gruda,43.0,Mainz 05,de GER,WB,2023-2024,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,71.4,1.0,5.0,2.0,2.0,1
Brandon Aguilera,41.0,Nott'ham Forest,cr CRC,RW,2023-2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,50.0,0.0,4.0,0.0,0.0,1
Brandon Soppy,93.0,Torino,fr FRA,WB,2023-2024,35.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,22.0,0.4,0.0,0.4,0.0,0.0,0.02,0.6,0.0,13.6,18.4,67.02000000000001,1.2,11.2,1.8,0.6,5
Brau,39.0,Granada,es ESP,"LB,LM",2023-2024,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,70.0,0.0,8.0,2.0,1.0,1
Braydon Manu,7.0,Darmstadt 98,gh GHA,AM,2023-2024,66.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,23.0,1.0,0.0,1.0,0.3,0.3,0.0,2.0,0.0,12.0,14.0,85.7,1.0,16.0,2.0,3.0,1
Braydon Manu,7.0,Darmstadt 98,gh GHA,CM,2023-2024,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,1.0,3.0,33.3,0.0,4.0,0.0,0.0,1
Braydon Manu,7.0,Darmstadt 98,gh GHA,RM,2023-2024,45.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,14.5,0.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,5.5,8.0,69.05000000000001,0.0,7.0,1.5,0.5,2
Breel Embolo,36.0,Monaco,ch SUI,FW,2023-2024,36.4,0.2,0.0,0.0,0.0,1.2,0.6,0.0,0.0,15.8,0.6,0.2,0.2,0.12,0.12,0.02,2.0,0.2,7.4,9.2,75.34,1.4,13.4,1.6,0.8,5
Brendan Chardonnet,5.0,Brest,fr FRA,CB,2023-2024,90.0,0.030303030303030304,0.030303030303030304,0.0,0.0,0.5454545454545454,0.09090909090909091,4.0,0.0,66.3030303030303,1.7272727272727273,1.606060606060606,1.7575757575757576,0.04242424242424243,0.04242424242424243,0.051515151515151514,0.8484848484848485,0.12121212121212122,45.78787878787879,55.27272727272727,82.24242424242425,3.484848484848485,46.18181818181818,0.7575757575757576,0.06060606060606061,33
Brenden Aaronson,7.0,Union Berlin,us USA,AM,2023-2024,55.0,0.16666666666666666,0.0,0.0,0.0,1.1666666666666667,0.6666666666666666,0.0,0.0,33.0,1.3333333333333333,0.16666666666666666,1.1666666666666667,0.15,0.15,0.05000000000000001,2.1666666666666665,0.16666666666666666,17.333333333333332,23.166666666666668,74.41666666666667,2.6666666666666665,17.5,2.0,1.5,6
Brenden Aaronson,7.0,Union Berlin,us USA,CB,2023-2024,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,9.0,66.7,1.0,7.0,1.0,0.0,1
Brenden Aaronson,7.0,Union Berlin,us USA,CM,2023-2024,44.25,0.08333333333333333,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,3.0,1.0,21.083333333333332,1.25,0.08333333333333333,0.8333333333333334,0.075,0.075,0.06666666666666667,1.5833333333333333,0.08333333333333333,11.5,14.916666666666666,76.25833333333334,1.9166666666666667,13.25,0.9166666666666666,0.8333333333333334,12
Brenden Aaronson,7.0,Union Berlin,us USA,FW,2023-2024,31.666666666666668,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,18.166666666666668,0.3333333333333333,0.0,1.0,0.016666666666666666,0.016666666666666666,0.08333333333333333,1.6666666666666667,0.6666666666666666,9.333333333333334,12.5,66.05,1.0,10.0,0.6666666666666666,0.6666666666666666,6
Brenden Aaronson,7.0,Union Berlin,us USA,"FW,AM",2023-2024,78.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,36.5,2.0,0.0,1.0,0.05,0.05,0.1,5.0,1.0,22.0,25.5,85.19999999999999,4.5,27.5,3.0,3.0,2
Brenden Aaronson,7.0,Union Berlin,us USA,"LM,RM",2023-2024,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,81.8,1.0,10.0,1.0,2.0,1
Brenden Aaronson,7.0,Union Berlin,us USA,RM,2023-2024,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,0.0,6.0,0.0,0.0,1
Brenden Aaronson,7.0,Union Berlin,us USA,RW,2023-2024,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,4.0,2.0,3.0,1
Brennan Johnson,20.0,Nott'ham Forest,wls WAL,AM,2023-2024,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,2.0,0.0,0.0,0.2,4.0,2.0,17.0,18.0,94.4,1.0,14.0,2.0,2.0,1
Brennan Johnson,20.0,Nott'ham Forest,wls WAL,"FW,RW",2023-2024,79.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,2.0,0.3,0.3,0.0,0.0,0.0,6.0,6.0,100.0,0.0,11.0,1.0,0.0,1
Brennan Johnson,20.0,Nott'ham Forest,wls WAL,RW,2023-2024,89.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,44.0,1.0,0.0,0.0,0.1,0.1,0.0,3.0,1.0,24.0,37.0,64.9,0.0,25.0,5.0,0.0,1
Brennan Johnson,22.0,Tottenham,wls WAL,"AM,LW",2023-2024,60.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,0.1,0.1,0.0,1.0,0.0,12.0,20.0,60.0,1.0,23.0,5.0,2.0,1
Brennan Johnson,22.0,Tottenham,wls WAL,"DM,LW,RW",2023-2024,45.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,23.0,1.0,0.0,1.0,0.9,0.9,0.2,2.0,0.0,13.0,13.0,100.0,1.0,15.0,0.0,0.0,1
Brennan Johnson,22.0,Tottenham,wls WAL,"FW,RW",2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,2.0,0.0,0.0,1.1,3.0,0.0,25.0,33.0,75.8,3.0,27.0,4.0,1.0,1
Brennan Johnson,22.0,Tottenham,wls WAL,LW,2023-2024,58.166666666666664,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.0,0.0,28.0,0.5,0.3333333333333333,0.5,0.2833333333333333,0.2833333333333333,0.016666666666666666,0.8333333333333334,0.0,16.166666666666668,21.5,75.61666666666666,3.0,22.0,3.3333333333333335,1.0,6
