Player,#,Team Name,Nation,Pos,season,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Stp,Stp%,#OPA,AvgDist,total_games
Marvin Schwäbe,1.0,Köln,de GER,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.970588235294116,0.029411764705882353,0.0,0.0,0.0,0.0,0.0029411764705882353,0.23529411764705882,0.0,29.823529411764707,38.38235294117647,77.95,0.08823529411764706,24.5,0.0,0.0,4.9411764705882355,1.7647058823529411,3.176470588235294,65.53939393939395,1.826470588235294,3.9705882352941178,10.941176470588236,34.45882352941176,33.76470588235294,2.9705882352941178,28.400000000000002,31.452941176470592,14.0,3.0176470588235293,21.0,12.98709677419355,34
Massamba Ndiaye,1.0,Clermont Foot,sn SEN,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.25,43.5,72.725,0.25,35.25,0.0,0.0,6.0,1.5,4.5,71.425,1.9500000000000002,5.0,13.75,33.625,37.0,7.0,32.7,32.05,7.0,14.3,3.0,10.525,4
Matej Kovar,17.0,Leverkusen,cz CZE,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,100.0,0.0,8.0,0.0,0.0,3.0,0.0,3.0,100.0,0.4,0.0,0.0,,17.0,6.0,0.0,22.1,1.0,33.3,1.0,15.0,1
Mathieu Gorgelin,1.0,Le Havre,fr FRA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,63.2,0.0,16.0,0.0,0.0,5.0,2.0,3.0,80.0,2.9,3.0,9.0,33.3,17.0,0.0,47.1,33.1,0.0,0.0,1.0,14.5,1
Matt Turner,1.0,Nott'ham Forest,us USA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.23529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,23.41176470588235,34.0,68.67058823529412,0.0,18.764705882352942,0.0,0.0,4.705882352941177,1.6470588235294117,3.0588235294117645,68.04705882352941,1.3,7.411764705882353,16.470588235294116,45.21176470588235,25.647058823529413,5.823529411764706,43.04705882352941,35.747058823529414,30.0,11.335294117647058,18.0,11.675,17
Mattia Perin,36.0,Juventus,it ITA,GK,2023-2024,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,82.93333333333334,0.0,13.666666666666666,0.0,0.0,1.6666666666666667,0.5,1.3333333333333333,75.0,0.43333333333333335,2.5,5.0,63.65,18.0,4.5,24.95,28.600000000000005,2.0,5.25,3.0,16.333333333333332,3
Matz Sels,1.0,Strasbourg,be BEL,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,34.94736842105263,0.0,0.0,0.10526315789473684,0.0,0.0,0.02631578947368421,0.10526315789473684,0.0,23.789473684210527,32.578947368421055,72.29473684210525,0.0,23.789473684210527,0.0,0.0,3.263157894736842,1.263157894736842,2.1052631578947367,59.415789473684214,1.0578947368421054,4.631578947368421,11.894736842105264,38.55263157894737,26.57894736842105,3.5789473684210527,38.95789473684211,35.11052631578948,6.0,2.4105263157894736,19.0,12.816666666666666,19
Matz Sels,26.0,Nott'ham Forest,be BEL,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.5625,0.0,0.0,0.0,0.0,0.0,0.00625,0.0625,0.0,16.4375,23.625,70.61875,0.0,13.3125,0.0,0.0,3.8125,1.6875,2.25,53.46875,1.06875,4.6875,11.1875,38.56875,17.6875,3.1875,43.7375,35.56875,11.0,5.51875,4.0,8.6,16
Michael Zetterer,30.0,Werder Bremen,de GER,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,2.0,0.0,44.44444444444444,0.1111111111111111,0.0,0.0,0.003703703703703704,0.003703703703703704,0.007407407407407408,0.2222222222222222,0.0,33.0,41.74074074074074,78.60740740740741,0.1111111111111111,29.40740740740741,0.0,0.0,4.7407407407407405,1.3703703703703705,3.4074074074074074,74.73703703703704,1.5185185185185186,5.37037037037037,12.222222222222221,42.45925925925926,36.18518518518518,5.962962962962963,29.73333333333333,33.20740740740741,34.0,8.444444444444445,30.0,13.896153846153847,27
Michele Cerofolini,31.0,Frosinone,it ITA,GK,2023-2024,84.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,15.5,26.125,60.25,0.0,14.0,0.0,0.0,3.5,1.375,2.25,68.32857142857144,0.75,2.25,12.5,21.55,21.375,3.5,47.4875,37.0875,4.0,2.9250000000000003,7.0,10.5,8
Michele Di Gregorio,16.0,Monza,it ITA,GK,2023-2024,87.03030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.60606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0,0.3333333333333333,0.09090909090909091,31.939393939393938,40.90909090909091,77.67878787878789,0.030303030303030304,26.636363636363637,0.0,0.09090909090909091,4.818181818181818,1.1290322580645162,3.696969696969697,81.00333333333333,1.378787878787879,5.424242424242424,13.030303030303031,39.68484848484848,34.121212121212125,6.090909090909091,27.578787878787878,30.61212121212121,19.0,4.070967741935484,18.0,11.99655172413793,33
Mike Maignan,16.0,Milan,fr FRA,GK,2023-2024,89.96551724137932,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,1.0,1.0,44.310344827586206,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.0,0.010344827586206896,0.27586206896551724,0.034482758620689655,35.62068965517241,42.3448275862069,85.33793103448276,0.0,30.103448275862068,0.0,0.034482758620689655,4.137931034482759,1.2142857142857142,2.9655172413793105,77.10000000000001,1.0310344827586206,4.103448275862069,9.793103448275861,45.893103448275866,36.89655172413793,6.482758620689655,20.155172413793103,27.75172413793103,37.0,11.75,36.0,14.946428571428571,29
Mile Svilar,99.0,Roma,rs SRB,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.93333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,35.06666666666667,40.333333333333336,87.6,0.0,27.6,0.0,0.06666666666666667,5.133333333333334,1.2666666666666666,3.8666666666666667,75.22666666666667,1.3333333333333333,2.933333333333333,7.733333333333333,42.90714285714286,34.4,5.133333333333334,14.6,24.633333333333333,16.0,7.42,7.0,11.521428571428572,15
Moritz Nicolas,33.0,Gladbach,de GER,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.44444444444444,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,30.296296296296298,39.074074074074076,77.92592592592592,0.0,27.37037037037037,0.0,0.0,5.925925925925926,1.8148148148148149,4.111111111111111,71.49259259259259,1.6703703703703705,4.148148148148148,11.666666666666666,36.41153846153846,32.888888888888886,5.185185185185185,26.57037037037037,29.866666666666667,21.0,5.503703703703703,22.0,13.55185185185185,27
Mory Diaw,99.0,Clermont Foot,sn SEN,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,45.06666666666667,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.23333333333333334,0.03333333333333333,28.266666666666666,41.5,69.16333333333334,0.03333333333333333,32.36666666666667,0.0,0.1,6.266666666666667,1.8,4.466666666666667,75.55333333333333,1.8966666666666667,6.866666666666666,18.6,38.57666666666667,35.5,4.3,41.803333333333335,36.3,39.0,9.03,46.0,14.270000000000001,30
Neto,1.0,Bournemouth,br BRA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,35.5625,0.0,0.03125,0.03125,0.0,0.0,0.0,0.15625,0.0,21.625,33.125,66.075,0.0,19.84375,0.0,0.0625,5.15625,1.71875,3.4375,69.3375,1.721875,5.375,15.4375,36.621875,26.03125,4.8125,43.940625,36.871875,26.0,6.975,34.0,12.99375,32
Nick Pope,22.0,Newcastle Utd,eng ENG,GK,2023-2024,89.66666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,1.0,0.0,28.933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,20.466666666666665,26.6,77.0,0.0,14.466666666666667,0.0,0.0,3.8666666666666667,1.1428571428571428,2.8,76.66428571428571,1.1266666666666665,2.7333333333333334,7.866666666666666,39.473333333333336,20.266666666666666,5.866666666666666,21.013333333333332,28.666666666666668,9.0,6.073333333333333,28.0,16.9,15
Nicola Bagnolini,23.0,Bologna,it ITA,GK,2023-2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,100.0,0.0,1.0,2.0,50.0,1.0,0.0,100.0,47.0,0.0,,0.0,,1
Nicola Leali,16.0,Genoa,it ITA,GK,2023-2024,87.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,20.0,36.0,55.6,0.0,19.0,0.0,0.0,4.5,2.0,3.5,75.0,1.35,9.0,24.0,37.8,31.0,3.0,69.5,45.9,2.0,7.699999999999999,1.0,9.9,2
Nikita Contini Baranovsky,14.0,Napoli,it ITA,GK,2023-2024,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,1.0,0.0,17.0,0.0,0.0,3.0,37.0,1
Noah Atubolu,1.0,Freiburg,de GER,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.970588235294116,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,28.88235294117647,40.94117647058823,71.14411764705882,0.029411764705882353,24.558823529411764,0.0,0.0,4.647058823529412,1.7058823529411764,2.911764705882353,66.07058823529412,1.473529411764706,5.676470588235294,16.705882352941178,34.74411764705882,33.76470588235294,4.705882352941177,35.03529411764706,34.088235294117645,31.0,5.944117647058824,30.0,13.66969696969697,34
Odisseas Vlachodimos,23.0,Nott'ham Forest,gr GRE,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,28.2,35.2,79.7,0.2,18.8,0.0,0.0,4.4,2.4,2.0,55.339999999999996,1.58,5.6,12.0,45.94,26.0,4.2,27.48,30.22,3.0,2.7399999999999998,2.0,11.2,5
Oliver Baumann,1.0,Hoffenheim,de GER,GK,2023-2024,90.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,1.0,0.0,44.73529411764706,0.029411764705882353,0.0,0.0,0.0,0.0,0.0058823529411764705,0.17647058823529413,0.029411764705882353,31.029411764705884,41.529411764705884,75.29117647058824,0.029411764705882353,24.029411764705884,0.0,0.0,6.205882352941177,1.9411764705882353,4.205882352941177,65.03939393939395,2.0088235294117647,6.117647058823529,15.558823529411764,39.858823529411765,34.088235294117645,4.852941176470588,33.80588235294118,32.779411764705884,31.0,6.288235294117648,73.0,16.352941176470587,34
Oliver Christensen,53.0,Fiorentina,dk DEN,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,47.5,79.2,0.0,30.5,0.0,0.0,4.75,2.25,2.5,49.425,1.1500000000000001,5.75,15.25,52.85,42.5,3.75,28.375,29.925,1.0,3.575,9.0,20.15,4
Pau López,16.0,Marseille,es ESP,GK,2023-2024,89.06060606060606,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.121212121212125,0.0,0.0,0.0,0.0,0.0,0.012121212121212121,0.30303030303030304,0.030303030303030304,28.0,36.21212121212121,77.42727272727272,0.0,28.666666666666668,0.0,0.0,3.84375,1.21875,2.65625,70.03548387096774,1.015625,2.90625,10.0625,26.863333333333333,31.9375,3.4375,25.259375,29.446875,15.0,3.940625,25.0,13.13225806451613,33
Paulo Gazzaniga,13.0,Girona,ar ARG,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,38.76315789473684,0.05263157894736842,0.0,0.0,0.0,0.0,0.018421052631578946,0.2894736842105263,0.02631578947368421,28.789473684210527,36.60526315789474,79.14473684210526,0.0,23.605263157894736,0.0,0.15789473684210525,4.421052631578948,1.2105263157894737,3.1842105263157894,76.24473684210527,1.3473684210526315,4.078947368421052,11.052631578947368,39.91052631578947,30.0,4.684210526315789,25.31578947368421,29.88684210526316,41.0,8.25263157894737,33.0,12.888235294117647,38
Pavao Pervan,12.0,Wolfsburg,at AUT,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.888888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,25.444444444444443,33.333333333333336,76.6,0.0,18.88888888888889,0.0,0.0,4.0,1.8888888888888888,2.2222222222222223,55.71111111111111,1.2666666666666666,4.444444444444445,11.555555555555555,36.15555555555555,29.22222222222222,4.333333333333333,33.44444444444444,32.922222222222224,1.0,0.8555555555555556,3.0,14.385714285714286,9
Pepe Reina,1.0,Villarreal,es ESP,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,34.5,82.85,0.0,23.5,0.0,0.0,4.5,1.0,3.5,75.0,0.9500000000000001,3.0,9.0,29.25,29.0,6.0,23.549999999999997,29.9,1.0,2.5,0.0,5.3,2
Philipp Köhn,16.0,Monaco,ch SUI,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.09090909090909,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,21.772727272727273,30.318181818181817,73.16818181818182,0.0,22.40909090909091,0.0,0.045454545454545456,4.409090909090909,1.4545454545454546,2.9545454545454546,74.83333333333333,1.4545454545454546,3.727272727272727,11.318181818181818,31.08181818181818,24.363636363636363,4.136363636363637,30.986363636363638,31.463636363636365,22.0,8.245454545454546,19.0,12.213636363636363,22
Pierluigi Gollini,95.0,Napoli,it ITA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,39.857142857142854,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,31.142857142857142,38.0,83.89999999999999,0.0,21.857142857142858,0.0,0.0,3.4285714285714284,1.1428571428571428,2.2857142857142856,63.333333333333336,1.157142857142857,3.857142857142857,9.714285714285714,54.07142857142857,30.428571428571427,4.0,19.8,28.82857142857143,5.0,6.142857142857143,9.0,16.614285714285714,7
Pietro Terracciano,1.0,Fiorentina,it ITA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,39.81818181818182,0.030303030303030304,0.0,0.030303030303030304,0.0,0.0,0.0030303030303030303,0.12121212121212122,0.0,29.666666666666668,37.303030303030305,79.67272727272727,0.0,22.0,0.0,0.0,3.8181818181818183,1.0606060606060606,2.727272727272727,71.18181818181819,1.2212121212121212,4.96969696969697,11.575757575757576,46.878787878787875,31.848484848484848,3.6363636363636362,28.827272727272724,31.942424242424238,7.0,2.324242424242424,23.0,15.983870967741936,33
Predrag Rajković,1.0,Mallorca,rs SRB,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.80555555555556,0.05555555555555555,0.0,0.0,0.0,0.0,0.002777777777777778,0.25,0.027777777777777776,20.416666666666668,34.69444444444444,58.83611111111111,0.0,18.61111111111111,0.0,0.08333333333333333,3.8333333333333335,1.1944444444444444,2.638888888888889,70.65142857142858,1.1555555555555557,8.944444444444445,22.083333333333332,40.62222222222223,26.27777777777778,3.25,61.09166666666667,44.89166666666667,33.0,8.93888888888889,28.0,13.01388888888889,36
Péter Gulácsi,1.0,RB Leipzig,hu HUN,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,31.23076923076923,36.15384615384615,86.60769230769232,0.07692307692307693,21.76923076923077,0.0,0.0,3.1538461538461537,0.6923076923076923,2.5384615384615383,75.76666666666667,0.7923076923076924,1.6923076923076923,6.076923076923077,30.025000000000002,28.692307692307693,4.461538461538462,12.715384615384616,25.284615384615385,7.0,4.5,14.0,12.741666666666667,13
Radosław Majecki,1.0,Monaco,pl POL,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.416666666666664,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,23.083333333333332,31.333333333333332,73.35000000000001,0.08333333333333333,23.416666666666668,0.0,0.0,4.5,0.8333333333333334,3.75,78.59166666666667,1.225,3.25,10.083333333333334,28.016666666666666,24.666666666666668,5.666666666666667,31.299999999999997,32.15,13.0,11.275,7.0,10.541666666666666,12
Raffaele Di Gennaro,12.0,Inter,it ITA,GK,2023-2024,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,88.2,0.0,18.0,0.0,0.0,4.0,0.0,4.0,100.0,0.5,1.0,2.0,50.0,15.0,3.0,13.3,25.2,0.0,0.0,0.0,,1
Raúl Fernández,1.0,Granada,es ESP,GK,2023-2024,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,26.75,67.175,0.0,14.5,0.0,0.0,5.666666666666667,3.6666666666666665,2.3333333333333335,36.666666666666664,2.6,4.666666666666667,11.75,38.9,28.333333333333332,3.3333333333333335,36.06666666666667,34.800000000000004,4.0,11.033333333333333,11.0,16.933333333333334,4
Remi Matthews,31.0,Crystal Palace,eng ENG,GK,2023-2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.0,5.0,0.0,4.0,0.0,100.0,53.8,1.0,100.0,0.0,3.5,1
Robert Sánchez,1.0,Chelsea,es ESP,GK,2023-2024,89.53333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,40.86666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,31.4,38.266666666666666,81.50666666666666,0.06666666666666667,24.4,0.0,0.0,5.133333333333334,1.6,3.466666666666667,71.98,1.5666666666666667,3.8,9.2,41.86666666666667,32.46666666666667,5.466666666666667,22.233333333333334,28.533333333333335,17.0,11.486666666666668,24.0,13.678571428571429,15
Robert Sánchez,31.0,Chelsea,es ESP,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,35.0,82.9,0.0,26.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,4.0,9.0,44.4,29.0,5.0,17.2,25.2,2.0,22.2,3.0,18.8,1
Robin Olsen,25.0,Aston Villa,se SWE,GK,2023-2024,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,40.6,78.94,0.0,26.2,0.0,0.0,6.8,2.6,4.0,59.1,2.2199999999999998,3.0,9.6,34.9,35.2,3.8,22.919999999999998,28.640000000000004,6.0,16.66,1.0,11.1,5
Robin Zentner,27.0,Mainz 05,de GER,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,3.0,0.0,37.43333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,22.1,34.833333333333336,63.766666666666666,0.03333333333333333,20.333333333333332,0.0,0.03333333333333333,4.266666666666667,1.6,2.7,63.343333333333334,1.6366666666666667,6.0,17.066666666666666,34.416666666666664,28.733333333333334,4.866666666666666,46.690000000000005,38.29333333333333,42.0,11.293333333333333,48.0,15.551724137931034,30
Rubén Blanco,36.0,Marseille,es ESP,GK,2023-2024,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,21.5,25.5,75.3,1.0,17.0,0.0,0.0,5.0,1.0,4.0,80.0,0.8,2.0,4.0,50.0,30.0,6.0,10.0,21.1,3.0,14.3,1.0,12.0,2
Rui Patrício,1.0,Roma,pt POR,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.565217391304348,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,21.434782608695652,27.391304347826086,79.13478260869564,0.0,15.173913043478262,0.0,0.0,3.217391304347826,1.173913043478261,2.130434782608696,64.31363636363636,1.0260869565217392,3.9130434782608696,9.173913043478262,42.72727272727273,21.391304347826086,3.739130434782609,31.32608695652174,31.065217391304348,16.0,4.452173913043478,8.0,10.51764705882353,23
Rui Silva,13.0,Betis,pt POR,GK,2023-2024,88.39285714285714,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,36.32142857142857,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,23.892857142857142,34.214285714285715,70.69642857142857,0.03571428571428571,19.928571428571427,0.0,0.03571428571428571,4.285714285714286,1.2857142857142858,3.0357142857142856,70.02857142857142,1.3392857142857142,4.607142857142857,13.571428571428571,32.267857142857146,27.571428571428573,4.25,35.15,33.09642857142857,31.0,9.653571428571428,34.0,15.028571428571428,28
Rémy Descamps,16.0,Nantes,fr FRA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,35.6,58.779999999999994,0.0,22.4,0.0,0.0,6.8,2.2,4.6,66.82000000000001,2.4,9.0,22.0,41.92,24.0,4.6,54.8,41.739999999999995,8.0,8.22,0.0,8.040000000000001,5
Rémy Riou,17.0,Lyon,fr FRA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,34.666666666666664,79.66666666666667,0.0,23.666666666666668,0.0,0.0,4.666666666666667,2.0,2.6666666666666665,50.0,1.5666666666666667,1.6666666666666667,8.0,33.06666666666667,27.0,4.333333333333333,15.700000000000001,25.933333333333334,3.0,10.299999999999999,3.0,13.366666666666667,3
Sam Johnstone,1.0,Crystal Palace,eng ENG,GK,2023-2024,89.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.05,0.05,0.0,0.0,0.0,0.0,0.1,0.05,17.15,29.95,55.720000000000006,0.0,17.5,0.0,0.0,3.35,1.35,2.1578947368421053,52.78421052631579,1.0,5.85,17.75,32.545,22.65,3.15,57.27,42.245,24.0,7.265000000000001,12.0,10.678947368421053,20
Samuele Perisan,1.0,Empoli,it ITA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,34.0,79.4,0.0,13.0,0.0,0.0,5.0,2.0,3.0,60.0,0.7,1.0,8.0,12.5,22.0,8.0,27.3,26.3,0.0,0.0,1.0,21.0,1
Sergio Herrera,1.0,Osasuna,es ESP,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.375,0.25,0.0,0.0,0.0,0.0,0.0,0.125,0.0,23.375,36.25,63.525,0.0,20.5,0.0,0.0,4.75,1.625,3.125,68.0,1.5625,9.125,20.625,46.3,30.25,3.25,57.325,41.5625,6.0,4.8875,14.0,18.014285714285712,8
Simone Aresti,18.0,Cagliari,it ITA,GK,2023-2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,100.0,1.0,0.0,1.0,0.0,1.0,0.0,100.0,64.0,0.0,0.0,0.0,,1
Simone Perilli,34.0,Hellas Verona,it ITA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,38.0,44.7,0.0,23.0,0.0,0.0,10.0,2.0,8.0,80.0,2.7,8.0,28.0,28.6,32.0,2.0,75.0,49.5,0.0,0.0,2.0,18.0,1
Simone Scuffet,22.0,Cagliari,it ITA,GK,2023-2024,89.96774193548387,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,32.096774193548384,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,0.06451612903225806,0.0,19.806451612903224,29.93548387096774,66.18064516129031,0.03225806451612903,13.741935483870968,0.0,0.0,4.161290322580645,1.7741935483870968,2.4516129032258065,60.763333333333335,1.4548387096774194,5.193548387096774,14.580645161290322,37.903225806451616,22.06451612903226,3.4193548387096775,43.196774193548386,37.26774193548387,22.0,4.980645161290322,20.0,11.62142857142857,31
Stefano Turati,80.0,Frosinone,it ITA,GK,2023-2024,88.44827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.827586206896555,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,24.896551724137932,34.41379310344828,71.32413793103449,0.0,22.896551724137932,0.0,0.0,4.896551724137931,1.9285714285714286,3.0344827586206895,63.07142857142857,1.5310344827586206,2.3793103448275863,10.448275862068966,25.46206896551724,29.689655172413794,4.655172413793103,29.455172413793104,30.279310344827586,17.0,4.035714285714286,18.0,14.582142857142857,29
Steve Mandanda,30.0,Rennes,fr FRA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.56,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,25.76,34.28,76.56,0.0,26.36,0.0,0.04,4.12,1.32,2.92,72.244,1.156,3.8,11.08,30.308695652173913,28.8,4.32,27.1,30.616,24.0,6.412000000000001,29.0,14.583333333333334,25
Stole Dimitrievski,1.0,Rayo Vallecano,mk MKD,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,34.351351351351354,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.2702702702702703,0.0,19.783783783783782,32.37837837837838,60.656756756756764,0.0,17.216216216216218,0.0,0.02702702702702703,4.054054054054054,1.2702702702702702,2.810810810810811,69.99117647058823,1.2594594594594595,4.54054054054054,16.16216216216216,28.3972972972973,25.08108108108108,4.621621621621622,48.332432432432434,40.067567567567565,23.0,5.443243243243243,38.0,13.07878787878788,37
