Player,#,Team Name,Nation,Pos,season,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Succ,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att_y,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Stp,Stp%,#OPA,AvgDist,total_games
Sven Ulreich,26.0,Bayern Munich,de GER,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,30.4,36.2,84.64,0.0,24.3,0.0,0.0,2.9,1.0,1.9,72.04444444444444,1.1,2.5,7.5,29.04,31.9,5.2,19.720000000000002,26.02,5.0,3.9299999999999997,12.0,19.11111111111111,10
Thibaut Courtois,1.0,Real Madrid,be BEL,GK,2023-2024,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,0.25,0.0,0.0,0.0,0.0,0.025,0.25,0.0,28.25,30.75,92.75,0.0,21.75,0.0,0.0,3.75,0.0,3.75,100.0,0.7749999999999999,3.3333333333333335,6.333333333333333,51.5,26.25,6.25,18.033333333333335,25.675,2.0,3.9,5.0,12.9,4
Thomas Kaminski,24.0,Luton Town,be BEL,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,40.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6875,37.8125,54.15625,0.0,19.5625,0.0,0.0,6.125,2.0,4.25,67.86875,2.15625,8.1875,24.1875,33.0875,26.6875,4.375,59.43125,42.625,8.0,2.225,19.0,16.55,16
Thomas Strakosha,21.0,Brentford,al ALB,GK,2023-2024,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,35.5,76.85,0.0,17.5,0.0,0.0,4.0,1.0,3.0,75.0,0.75,6.0,15.0,47.15,28.0,2.5,36.1,34.05,2.0,7.35,1.0,8.35,2
Unai Marrero,13.0,Real Sociedad,es ESP,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,70.0,0.0,17.0,0.0,0.0,3.0,2.0,1.0,33.3,1.8,6.0,13.0,46.2,26.0,3.0,34.6,31.8,0.0,0.0,4.0,22.2,1
Unai Marrero,32.0,Real Sociedad,es ESP,GK,2023-2024,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,15.0,46.7,0.0,5.0,0.0,0.0,2.0,1.0,1.0,100.0,1.1,4.0,12.0,33.3,11.0,2.0,72.7,49.2,1.0,9.1,0.0,8.0,1
Unai Simón,1.0,Athletic Club,es ESP,GK,2023-2024,88.38888888888889,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.138888888888886,0.05555555555555555,0.027777777777777776,0.0,0.0,0.0,0.0,0.2222222222222222,0.05555555555555555,20.22222222222222,34.083333333333336,60.28055555555555,0.0,19.36111111111111,0.0,0.0,3.388888888888889,0.9705882352941176,2.5,72.74848484848485,1.0527777777777778,6.111111111111111,18.86111111111111,34.422222222222224,27.27777777777778,4.114285714285714,47.74444444444444,38.38333333333333,31.0,7.405555555555556,46.0,16.484848484848484,36
Vanja Milinković-Savić,32.0,Torino,rs SRB,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,24.3,40.3,59.55,0.0,25.6,0.0,0.0,3.9,0.7,3.2,89.31,0.86,7.6,22.5,33.25,33.7,5.2,48.69,39.78,9.0,8.41,13.0,13.34,10
Vicente Guaita,25.0,Celta Vigo,es ESP,GK,2023-2024,89.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.370370370370374,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,0.037037037037037035,20.555555555555557,29.77777777777778,69.72592592592592,0.0,16.48148148148148,0.0,0.0,4.444444444444445,1.4444444444444444,3.074074074074074,67.968,1.4740740740740739,5.074074074074074,13.185185185185185,42.41481481481482,21.814814814814813,4.962962962962963,39.44814814814814,35.63703703703704,23.0,5.748148148148148,27.0,12.942307692307692,27
Wes Foderingham,18.0,Sheffield Utd,eng ENG,GK,2023-2024,87.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.857142857142854,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,20.142857142857142,35.42857142857143,55.08095238095238,0.0,19.38095238095238,0.0,0.09523809523809523,6.571428571428571,2.4761904761904763,4.333333333333333,63.34285714285714,2.1857142857142855,6.761904761904762,20.523809523809526,31.919047619047618,26.285714285714285,3.3333333333333335,55.480952380952374,40.785714285714285,22.0,6.980952380952381,34.0,15.73,21
Wladimiro Falcone,30.0,Lecce,it ITA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6764705882353,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0058823529411764705,0.029411764705882353,0.029411764705882353,20.764705882352942,29.823529411764707,69.70588235294117,0.029411764705882353,18.205882352941178,0.0,0.0,4.5588235294117645,1.4411764705882353,3.1176470588235294,71.36060606060606,1.4264705882352942,3.8823529411764706,12.176470588235293,29.727272727272727,23.0,4.352941176470588,39.817647058823525,33.96470588235294,16.0,3.173529411764706,18.0,10.270588235294117,34
Yassine Bounou,13.0,Sevilla,ma MAR,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,64.5,0.0,16.0,0.0,0.0,3.0,2.0,1.0,33.3,1.1,6.0,16.0,37.5,24.0,4.0,41.7,36.1,0.0,0.0,0.0,,1
Yehvann Diouf,94.0,Reims,fr FRA,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.45161290322581,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,30.032258064516128,38.354838709677416,78.29677419354839,0.0967741935483871,31.322580645161292,0.0,0.06451612903225806,4.064516129032258,1.4838709677419355,2.6129032258064515,66.99677419354839,1.2870967741935484,3.7096774193548385,10.64516129032258,37.96451612903226,33.516129032258064,4.967741935483871,26.616129032258065,30.425806451612903,35.0,8.48709677419355,42.0,13.403448275862068,31
Álex Remiro,1.0,Real Sociedad,es ESP,GK,2023-2024,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.875,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,32.125,40.375,79.8,0.0,25.25,0.0,0.0,2.625,0.5,2.125,87.0875,0.825,4.0,10.875,37.5125,36.875,2.625,24.3,29.7,5.0,7.4625,13.0,17.25,8
