index,Player,Summary_#,Nation,Summary_Pos,Age,Min,Summary_Gls,Summary_Ast,Summary_PK,Summary_PKatt,Summary_Sh,Summary_SoT,Summary_CrdY,Summary_CrdR,Summary_Touches,Summary_Tkl,Summary_Int,Summary_Blocks,Summary_xG,Summary_npxG,Summary_xAG,Summary_SCA,Summary_GCA,Summary_Cmp,Summary_Att,Summary_Cmp%,Summary_PrgP,Summary_Carries,Summary_PrgC,Summary_Att,Summary_Succ,Passing_#,Passing_Pos,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_TotDist,Passing_PrgDist,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Ast,Passing_xAG,Passing_xA,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Passing_PrgP,Pass_Types_#,Pass_Types_Pos,Pass_Types_Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Pass_Types_In,Pass_Types_Out,Pass_Types_Str,Pass_Types_Cmp,Pass_Types_Off,Pass_Types_Blocks,Defensive_Actions_#,Defensive_Actions_Pos,Defensive_Actions_Tkl,Defensive_Actions_TklW,Defensive_Actions_Def 3rd,Defensive_Actions_Mid 3rd,Defensive_Actions_Att 3rd,Defensive_Actions_Tkl,Defensive_Actions_Att,Defensive_Actions_Tkl%,Defensive_Actions_Lost,Defensive_Actions_Blocks,Defensive_Actions_Sh,Defensive_Actions_Pass,Defensive_Actions_Int,Defensive_Actions_Tkl+Int,Defensive_Actions_Clr,Defensive_Actions_Err,Possession_#,Possession_Pos,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Live,Possession_Att,Possession_Succ,Possession_Succ%,Possession_Tkld,Possession_Tkld%,Possession_Carries,Possession_TotDist,Possession_PrgDist,Possession_PrgC,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Miscellaneous_Stats_#,Miscellaneous_Stats_Pos,Miscellaneous_Stats_CrdY,Miscellaneous_Stats_CrdR,Miscellaneous_Stats_2CrdY,Miscellaneous_Stats_Fls,Miscellaneous_Stats_Fld,Miscellaneous_Stats_Off,Miscellaneous_Stats_Crs,Miscellaneous_Stats_Int,Miscellaneous_Stats_TklW,Miscellaneous_Stats_PKwon,Miscellaneous_Stats_PKcon,Miscellaneous_Stats_OG,Miscellaneous_Stats_Recov,Miscellaneous_Stats_Won,Miscellaneous_Stats_Lost,Miscellaneous_Stats_Won%,Goalkeeping_SoTA,Goalkeeping_GA,Goalkeeping_Saves,Goalkeeping_Save%,Goalkeeping_PSxG,Goalkeeping_Cmp,Goalkeeping_Att,Goalkeeping_Cmp%,Goalkeeping_Att (GK),Goalkeeping_Thr,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Att,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Opp,Goalkeeping_Stp,Goalkeeping_Stp%,Goalkeeping_#OPA,Goalkeeping_AvgDist,home,game_id
0,14 Players,,,,,990,3,2,1,1,12,4,2,0,539,12,10,5,1.9,1.1,0.8,22,6,345,441,78.2,37,261,26,15,9,,,345,441,78.2,6267,2489,138,156,88.5,135,166,81.3,48,81,59.3,2,0.8,0.9,8,20,10,4,37,,,441,398,42,10,2,2,15,20,3,3,0,0,345,1,7,,,12,10,5,6,1,2,9,22.2,7,5,1,4,10,22,34,0,,,539,50,170,276,100,24,538,15,9,60.0,6,40.0,261,1513,930,26,13,8,11,7,343,37,,,2,0,0,13,8,1,15,10,10,1,0,0,50,11,9,55.0,,,,,,,,,,,,,,,,,,,,,0,4
1,Abdoul Camara,9.0,gn GUI,RM,27-166,53,0,0,0,0,1,0,0,0,26,0,1,0,0.1,0.1,0.0,1,0,12,20,60.0,1,13,3,3,1,9.0,RM,12,20,60.0,152,44,7,11,63.6,3,6,50.0,0,1,0.0,0,0.0,0.0,1,0,1,1,1,9.0,RM,20,20,0,0,0,0,2,0,0,0,0,0,12,0,0,9.0,RM,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,9.0,RM,26,0,2,17,10,3,26,3,1,33.3,2,66.7,13,170,110,3,3,1,1,0,16,2,9.0,RM,0,0,0,0,0,1,2,1,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,4
2,Christophe Kerbrat,29.0,fr FRA,CB,31-003,90,0,0,0,0,0,0,0,0,55,2,0,0,0.0,0.0,0.0,1,0,38,41,92.7,2,27,0,0,0,29.0,CB,38,41,92.7,818,255,5,5,100.0,24,25,96.0,7,9,77.8,0,0.0,0.0,0,0,0,0,2,29.0,CB,41,38,3,3,0,1,0,0,0,0,0,0,38,0,0,29.0,CB,2,1,1,1,0,0,0,,0,0,0,0,0,2,11,0,29.0,CB,55,9,29,26,0,0,55,0,0,,0,,27,177,132,0,0,0,0,0,33,0,29.0,CB,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,4
3,Jimmy Briand,23.0,fr FRA,FW,32-003,90,1,0,1,1,1,0,0,0,33,0,0,0,0.8,0.0,0.0,1,0,19,28,67.9,2,16,2,1,1,23.0,FW,19,28,67.9,259,45,12,14,85.7,5,10,50.0,0,2,0.0,0,0.0,0.0,0,2,0,0,2,23.0,FW,28,26,2,0,2,0,0,0,0,0,0,0,19,0,0,23.0,FW,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,23.0,FW,33,1,2,20,11,3,32,1,1,100.0,0,0.0,16,83,52,2,0,1,1,0,29,7,23.0,FW,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,4
4,Jordan Ikoko,2.0,cd COD,RB,23-183,90,0,0,0,0,0,0,0,0,58,4,1,0,0.0,0.0,0.2,2,0,35,48,72.9,4,24,3,4,2,2.0,RB,35,48,72.9,606,326,16,19,84.2,8,13,61.5,6,9,66.7,0,0.2,0.2,2,4,2,2,4,2.0,RB,48,35,13,0,0,0,2,13,0,0,0,0,35,0,3,2.0,RB,4,3,2,1,1,2,2,100.0,0,0,0,0,1,5,4,0,2.0,RB,58,1,17,31,11,0,58,4,2,50.0,2,50.0,24,89,55,3,1,0,0,1,28,1,2.0,RB,0,0,0,3,0,0,2,1,3,0,0,0,6,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,4
5,Jérémy Sorbon,15.0,fr FRA,CB,34-000,90,0,0,0,0,0,0,0,0,70,0,3,0,0.0,0.0,0.0,2,0,52,57,91.2,5,37,0,0,0,15.0,CB,52,57,91.2,1110,354,15,15,100.0,27,29,93.1,9,12,75.0,0,0.0,0.0,0,1,0,0,5,15.0,CB,57,56,1,1,0,1,0,0,0,0,0,0,52,0,0,15.0,CB,0,0,0,0,0,0,0,,0,0,0,0,3,3,11,0,15.0,CB,70,8,43,28,0,0,70,0,0,,0,,37,117,91,0,0,0,0,0,46,0,15.0,CB,0,0,0,0,2,0,0,3,0,0,0,0,9,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,4
6,Karl-Johan Johnsson,1.0,se SWE,GK,27-189,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,23,32,71.9,0,14,0,0,0,1.0,GK,23,32,71.9,767,530,1,1,100.0,8,8,100.0,13,22,59.1,0,0.0,0.0,0,0,0,0,0,1.0,GK,32,23,9,2,0,0,0,0,0,0,0,0,23,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,32,27,32,0,0,0,32,0,0,,0,,14,78,58,0,0,0,0,0,11,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,4.0,1.0,3.0,75.0,1.1,6.0,15.0,40.0,25.0,7.0,44.0,35.7,7.0,57.1,52.9,16.0,5.0,31.3,1.0,13.8,0,4
7,Lebogang Phiri,18.0,za RSA,"CM,DM",22-269,90,0,0,0,0,0,0,1,0,64,2,2,1,0.0,0.0,0.0,1,1,51,61,83.6,3,33,0,0,0,18.0,"CM,DM",51,61,83.6,703,236,33,34,97.1,13,17,76.5,3,6,50.0,0,0.0,0.0,0,2,0,0,3,18.0,"CM,DM",61,56,5,3,0,0,3,0,2,2,0,0,51,0,1,18.0,"CM,DM",2,2,2,0,0,0,2,0.0,2,1,0,1,2,4,0,0,18.0,"CM,DM",64,0,12,50,4,0,64,0,0,,0,,33,176,82,0,0,0,0,0,44,1,18.0,"CM,DM",1,0,0,1,2,0,3,2,2,0,0,0,9,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,4
8,Lucas Deaux,8.0,fr FRA,"CM,RM,DM",28-222,90,0,0,0,0,0,0,0,0,64,1,1,2,0.0,0.0,0.0,1,0,39,51,76.5,8,19,2,1,1,8.0,"CM,RM,DM",39,51,76.5,648,199,19,22,86.4,16,19,84.2,4,8,50.0,0,0.0,0.0,0,4,1,0,8,8.0,"CM,RM,DM",51,50,1,1,0,0,2,0,0,0,0,0,39,0,1,8.0,"CM,RM,DM",1,1,0,1,0,0,1,0.0,1,2,1,1,1,2,3,0,8.0,"CM,RM,DM",64,1,10,41,13,5,64,1,1,100.0,0,0.0,19,87,32,2,1,0,1,2,38,2,8.0,"CM,RM,DM",0,0,0,1,0,0,2,1,1,0,0,0,6,4,1,80.0,,,,,,,,,,,,,,,,,,,,,0,4
9,Ludovic Blas,7.0,fr FRA,"LW,AM,RM",19-217,37,1,1,0,0,2,1,0,0,22,0,0,0,0.1,0.1,0.4,1,1,11,17,64.7,2,17,3,1,0,7.0,"LW,AM,RM",11,17,64.7,172,74,1,2,50.0,7,7,100.0,0,1,0.0,1,0.4,0.2,1,1,1,0,2,7.0,"LW,AM,RM",17,17,0,0,0,0,0,0,0,0,0,0,11,0,1,7.0,"LW,AM,RM",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7.0,"LW,AM,RM",22,0,5,7,10,3,22,1,0,0.0,1,100.0,17,122,59,3,0,2,1,1,18,1,7.0,"LW,AM,RM",0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,4
10,Marcus Coco,24.0,fr FRA,"LM,LW",21-042,71,0,0,0,0,1,0,0,0,15,1,0,0,0.1,0.1,0.0,4,2,7,9,77.8,3,9,3,0,0,24.0,"LM,LW",7,9,77.8,104,63,2,2,100.0,4,5,80.0,0,0,,0,0.0,0.0,0,1,1,0,3,24.0,"LM,LW",9,7,1,0,0,0,0,1,0,0,0,0,7,1,0,24.0,"LM,LW",1,1,0,1,0,0,2,0.0,2,0,0,0,0,1,1,0,24.0,"LM,LW",15,0,1,6,8,3,15,0,0,,0,,9,92,61,3,2,1,2,2,12,5,24.0,"LM,LW",0,0,0,2,1,0,0,0,1,1,0,0,3,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,4
11,Marcus Thuram,21.0,fr FRA,RW,19-364,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,21.0,RW,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,21.0,RW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,RW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21.0,RW,1,0,0,0,1,0,1,0,0,,0,,1,0,0,0,0,0,1,0,1,1,21.0,RW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,4
12,Mustapha Diallo,5.0,sn SEN,LM,31-083,19,1,0,0,0,2,2,0,0,10,2,0,0,0.4,0.4,0.0,1,0,5,6,83.3,1,3,0,1,1,5.0,LM,5,6,83.3,48,19,3,3,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,1,0,0,1,5.0,LM,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,5.0,LM,2,2,0,2,0,0,0,,0,0,0,0,0,2,0,0,5.0,LM,10,0,0,8,2,1,10,1,1,100.0,0,0.0,3,13,10,0,0,0,0,0,6,1,5.0,LM,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,4
13,Pedro Rebocho,3.0,pt POR,LB,22-194,90,0,1,0,0,1,0,0,0,48,0,1,0,0.0,0.0,0.1,2,1,30,40,75.0,2,21,2,1,1,3.0,LB,30,40,75.0,516,233,17,20,85.0,9,13,69.2,4,7,57.1,1,0.1,0.2,2,3,1,1,2,3.0,LB,40,34,6,0,0,0,4,6,0,0,0,0,30,0,0,3.0,LB,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,3,0,3.0,LB,48,3,17,22,9,3,48,1,1,100.0,0,0.0,21,90,57,2,1,2,2,1,28,8,3.0,LB,0,0,0,1,0,0,4,1,0,0,0,0,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,4
0,13 Players,,,,,990,1,1,0,0,10,2,2,0,586,15,13,3,1.4,1.4,1.3,16,2,356,485,73.4,48,266,21,23,8,,,356,485,73.4,6876,2506,148,172,86.0,147,194,75.8,53,96,55.2,1,1.3,1.1,7,29,5,1,48,,,485,426,58,13,1,5,17,27,9,4,4,0,356,1,12,,,15,11,4,8,3,4,9,44.4,5,3,1,2,13,28,23,0,,,586,37,136,324,134,15,586,23,8,34.8,15,65.2,266,1664,972,21,14,6,18,4,353,47,,,2,0,0,9,10,1,17,13,11,0,0,0,62,17,24,41.5,,,,,,,,,,,,,,,,,,,,,1,5
1,Benjamin Lecomte,40.0,fr FRA,GK,26-101,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,19,31,61.3,0,16,0,0,0,40.0,GK,19,31,61.3,705,542,2,2,100.0,5,5,100.0,12,24,50.0,0,0.0,0.0,0,0,0,0,0,40.0,GK,31,18,13,5,0,0,0,0,0,0,0,0,19,0,0,40.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,40.0,GK,32,27,31,1,0,0,32,0,0,,0,,16,122,80,0,0,0,0,0,9,0,40.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1.0,0.0,1.0,100.0,0.4,8.0,20.0,40.0,23.0,2.0,60.9,43.9,8.0,75.0,54.3,15.0,5.0,33.3,0.0,10.8,1,5
2,Casimir Ninga,29.0,td CHA,FW,24-080,26,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,5,9,55.6,0,8,0,0,0,29.0,FW,5,9,55.6,55,0,4,7,57.1,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,29.0,FW,9,9,0,0,0,0,0,0,0,0,0,0,5,0,0,29.0,FW,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,29.0,FW,14,0,0,6,8,2,14,0,0,,0,,8,35,0,0,0,1,4,0,13,2,29.0,FW,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,5
3,Daniel Congré,3.0,fr FRA,CB,32-122,90,0,0,0,0,0,0,0,0,54,0,3,0,0.0,0.0,0.0,0,0,42,49,85.7,4,32,0,0,0,3.0,CB,42,49,85.7,858,256,14,16,87.5,20,22,90.9,8,11,72.7,0,0.0,0.0,0,1,0,0,4,3.0,CB,49,49,0,0,0,0,0,0,0,0,0,0,42,0,0,3.0,CB,0,0,0,0,0,0,0,,0,0,0,0,3,3,2,0,3.0,CB,54,3,20,34,0,0,54,0,0,,0,,32,163,127,0,0,0,0,0,38,0,3.0,CB,0,0,0,0,1,0,0,3,0,0,0,0,5,0,3,0.0,,,,,,,,,,,,,,,,,,,,,1,5
4,Ellyes Skhiri,13.0,tn TUN,DM,22-087,90,0,0,0,0,1,1,0,0,56,2,0,0,0.0,0.0,0.0,0,0,38,46,82.6,4,14,0,0,0,13.0,DM,38,46,82.6,609,179,21,23,91.3,15,18,83.3,2,3,66.7,0,0.0,0.0,0,3,0,0,4,13.0,DM,46,46,0,0,0,1,0,0,0,0,0,0,38,0,1,13.0,DM,2,1,0,2,0,0,1,0.0,1,0,0,0,0,2,4,0,13.0,DM,56,1,11,41,4,0,56,0,0,,0,,14,38,11,0,0,0,1,0,31,1,13.0,DM,0,0,0,1,0,0,0,0,1,0,0,0,8,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,5
5,Isaac Mbenza,18.0,be BEL,RW,21-150,90,0,0,0,0,0,0,1,0,53,2,1,1,0.0,0.0,0.1,6,1,18,39,46.2,2,25,7,8,3,18.0,RW,18,39,46.2,344,61,7,10,70.0,8,16,50.0,2,9,22.2,0,0.1,0.1,4,3,0,0,2,18.0,RW,39,30,9,2,0,1,11,0,7,4,3,0,18,0,2,18.0,RW,2,1,1,0,1,0,1,0.0,1,1,0,1,1,3,1,0,18.0,RW,53,0,2,27,27,4,53,8,3,37.5,5,62.5,25,259,169,7,3,4,2,1,34,11,18.0,RW,1,0,0,0,0,1,11,1,1,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,1,5
6,Jonathan Ikone,9.0,fr FRA,LW,19-095,64,0,0,0,0,0,0,0,0,27,1,0,1,0.0,0.0,0.0,1,0,12,19,63.2,4,13,4,8,3,9.0,LW,12,19,63.2,199,89,8,10,80.0,3,5,60.0,1,3,33.3,0,0.0,0.0,0,1,1,0,4,9.0,LW,19,17,2,1,0,0,2,0,1,0,1,0,12,0,0,9.0,LW,1,1,0,0,1,1,1,100.0,0,1,0,1,0,1,0,0,9.0,LW,27,0,3,10,15,0,27,8,3,37.5,5,62.5,13,166,113,4,5,0,1,0,17,5,9.0,LW,0,0,0,1,0,0,2,0,1,0,0,0,4,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,5
7,Jérôme Roussillon,24.0,fr FRA,LB,24-211,90,0,0,0,0,1,0,1,0,60,1,0,0,0.0,0.0,0.0,1,0,42,50,84.0,5,22,2,2,0,24.0,LB,42,50,84.0,682,344,20,22,90.9,17,21,81.0,3,5,60.0,0,0.0,0.0,0,5,0,0,5,24.0,LB,50,36,14,2,0,0,1,12,0,0,0,0,42,0,1,24.0,LB,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,3,0,24.0,LB,60,2,9,37,15,1,60,2,0,0.0,2,100.0,22,94,42,2,0,0,4,0,28,4,24.0,LB,1,0,0,1,1,0,1,0,1,0,0,0,6,2,0,100.0,,,,,,,,,,,,,,,,,,,,,1,5
8,Kévin Bérigaud,11.0,fr FRA,AM,29-088,74,0,1,0,0,4,0,0,0,31,0,0,0,1.0,1.0,0.3,2,1,20,23,87.0,3,17,1,3,1,11.0,AM,20,23,87.0,256,43,14,15,93.3,5,7,71.4,1,1,100.0,1,0.3,0.3,1,0,1,0,3,11.0,AM,23,23,0,0,0,0,0,0,0,0,0,0,20,0,1,11.0,AM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,11.0,AM,31,0,0,17,14,3,31,3,1,33.3,2,66.7,17,98,53,1,2,0,2,0,27,7,11.0,AM,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,25.0,,,,,,,,,,,,,,,,,,,,,1,5
9,Nordi Mukiele,23.0,fr FRA,RB,19-277,90,0,0,0,0,1,0,0,0,85,5,3,1,0.0,0.0,0.9,4,0,45,68,66.2,8,30,3,1,1,23.0,RB,45,68,66.2,755,336,26,27,96.3,14,28,50.0,4,8,50.0,0,0.9,0.6,2,6,2,1,8,23.0,RB,68,51,17,2,0,0,2,15,0,0,0,0,45,0,3,23.0,RB,5,4,2,2,1,2,3,66.7,1,1,1,0,3,8,7,0,23.0,RB,85,2,27,44,15,2,85,1,1,100.0,0,0.0,30,223,126,3,1,1,2,1,34,2,23.0,RB,0,0,0,0,2,0,2,3,4,0,0,0,12,4,3,57.1,,,,,,,,,,,,,,,,,,,,,1,5
10,Paul Lasne,7.0,fr FRA,DM,28-201,90,0,0,0,0,2,0,0,0,64,1,4,0,0.1,0.1,0.0,2,0,40,54,74.1,14,27,1,0,0,7.0,DM,40,54,74.1,912,290,10,15,66.7,21,23,91.3,8,14,57.1,0,0.0,0.1,0,7,0,0,14,7.0,DM,54,53,0,0,0,2,1,0,0,0,0,0,40,1,0,7.0,DM,1,1,0,1,0,0,0,,0,0,0,0,4,5,2,0,7.0,DM,64,0,7,47,10,0,64,0,0,,0,,27,141,65,1,1,0,2,0,36,2,7.0,DM,0,0,0,0,3,0,1,4,1,0,0,0,10,1,2,33.3,,,,,,,,,,,,,,,,,,,,,1,5
11,Pedro Mendes,5.0,pt POR,CB,26-308,90,0,0,0,0,0,0,0,0,60,1,2,0,0.0,0.0,0.0,0,0,45,53,84.9,3,39,1,0,0,5.0,CB,45,53,84.9,1044,273,9,11,81.8,25,27,92.6,11,15,73.3,0,0.0,0.0,0,2,0,0,3,5.0,CB,53,53,0,0,0,0,0,0,0,0,0,0,45,0,0,5.0,CB,1,1,1,0,0,0,1,0.0,1,0,0,0,2,3,3,0,5.0,CB,60,2,25,30,5,1,60,0,0,,0,,39,225,145,1,0,0,0,1,48,1,5.0,CB,0,0,0,1,2,0,0,2,1,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,1,5
12,Souleymane Camara,19.0,sn SEN,"FW,LW",34-226,90,1,0,0,0,1,1,0,0,32,1,0,0,0.3,0.3,0.0,0,0,15,26,57.7,0,16,2,1,0,19.0,"FW,LW",15,26,57.7,237,51,5,6,83.3,7,12,58.3,1,2,50.0,0,0.0,0.0,0,1,0,0,0,19.0,"FW,LW",26,25,1,0,0,1,0,0,0,0,0,0,15,0,4,19.0,"FW,LW",1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,19.0,"FW,LW",32,0,1,21,12,1,32,1,0,0.0,1,100.0,16,81,38,2,2,0,0,1,27,8,19.0,"FW,LW",0,0,0,1,1,0,0,0,1,0,0,0,5,4,9,30.8,,,,,,,,,,,,,,,,,,,,,1,5
0,14 Players,,,,,990,0,0,0,0,8,1,1,0,549,19,11,10,0.4,0.4,0.3,11,0,328,454,72.2,31,200,11,9,5,,,328,454,72.2,6194,2683,146,182,80.2,121,153,79.1,48,96,50.0,0,0.3,0.3,7,22,3,1,31,,,454,404,48,10,0,6,18,23,3,1,2,0,328,2,3,,,19,12,12,5,2,15,23,65.2,8,10,0,10,11,30,31,0,,,549,46,179,306,67,7,549,9,5,55.6,4,44.4,200,1265,584,11,6,3,11,11,324,31,,,1,0,0,11,9,2,18,11,12,0,0,0,61,24,17,58.5,,,,,,,,,,,,,,,,,,,,,0,5
1,Adama Mbengue,22.0,sn SEN,LW,23-247,13,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,0,0,0,0,22.0,LW,2,2,100.0,31,21,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,22.0,LW,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,22.0,LW,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,22.0,LW,3,0,2,1,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,1,0,22.0,LW,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,5
2,Alexander Djiku,24.0,gh GHA,CB,22-361,90,0,0,0,0,0,0,1,0,64,4,2,2,0.0,0.0,0.0,0,0,41,49,83.7,3,29,0,0,0,24.0,CB,41,49,83.7,767,252,16,18,88.9,18,21,85.7,6,9,66.7,0,0.0,0.0,0,0,0,0,3,24.0,CB,49,48,1,1,0,0,0,0,0,0,0,0,41,0,0,24.0,CB,4,3,4,0,0,4,5,80.0,1,2,0,2,2,6,9,0,24.0,CB,64,7,35,29,0,0,64,0,0,,0,,29,168,107,0,0,0,0,0,33,0,24.0,CB,1,0,0,1,3,0,0,2,3,0,0,0,7,4,2,66.7,,,,,,,,,,,,,,,,,,,,,0,5
3,Christian Kouakou,13.0,ci CIV,RW,26-157,25,0,0,0,0,0,0,0,0,9,2,0,2,0.0,0.0,0.0,0,0,2,4,50.0,0,4,0,0,0,13.0,RW,2,4,50.0,13,0,2,3,66.7,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,13.0,RW,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,13.0,RW,2,1,1,1,0,1,1,100.0,0,2,0,2,0,2,1,0,13.0,RW,9,1,3,3,3,0,9,0,0,,0,,4,25,8,0,0,0,0,1,6,0,13.0,RW,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,5
4,Durel Avounou,18.0,cg CGO,CM,19-314,69,0,0,0,0,0,0,0,0,38,0,1,1,0.0,0.0,0.0,0,0,24,34,70.6,1,15,0,1,1,18.0,CM,24,34,70.6,339,110,13,17,76.5,7,10,70.0,2,4,50.0,0,0.0,0.0,0,2,0,0,1,18.0,CM,34,34,0,0,0,0,1,0,0,0,0,0,24,0,0,18.0,CM,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,18.0,CM,38,0,7,31,1,0,38,1,1,100.0,0,0.0,15,75,12,0,0,0,1,1,21,0,18.0,CM,0,0,0,0,0,0,1,1,0,0,0,0,9,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,5
5,Frederic Guilbert,21.0,fr FRA,RB,22-224,90,0,0,0,0,0,0,0,0,58,3,3,1,0.0,0.0,0.0,1,0,36,44,81.8,2,16,1,1,0,21.0,RB,36,44,81.8,587,215,16,18,88.9,13,15,86.7,3,6,50.0,0,0.0,0.0,0,1,1,0,2,21.0,RB,44,36,8,0,0,0,2,8,0,0,0,0,36,0,1,21.0,RB,3,2,2,0,1,3,3,100.0,0,1,0,1,3,6,7,0,21.0,RB,58,3,25,27,6,0,58,1,0,0.0,1,100.0,16,100,42,1,0,0,0,2,21,2,21.0,RB,0,0,0,0,0,0,2,3,2,0,0,0,9,2,3,40.0,,,,,,,,,,,,,,,,,,,,,0,5
6,Hervé Bazile,20.0,ht HAI,LW,27-140,77,0,0,0,0,4,1,0,0,36,1,1,1,0.1,0.1,0.1,2,0,15,25,60.0,2,26,4,5,2,20.0,LW,15,25,60.0,311,103,9,9,100.0,2,5,40.0,4,10,40.0,0,0.1,0.1,1,1,1,1,2,20.0,LW,25,20,5,2,0,1,9,0,3,1,2,0,15,0,0,20.0,LW,1,0,1,0,0,1,3,33.3,2,1,0,1,1,2,0,0,20.0,LW,36,0,4,14,18,3,36,5,2,40.0,3,60.0,26,255,84,4,4,3,0,4,29,12,20.0,LW,0,0,0,0,0,1,9,1,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,5
7,Ivan Santini,26.0,hr CRO,FW,28-076,90,0,0,0,0,1,0,0,0,32,0,0,0,0.1,0.1,0.1,2,0,12,23,52.2,1,10,0,0,0,26.0,FW,12,23,52.2,126,7,7,8,87.5,3,8,37.5,0,1,0.0,0,0.1,0.0,1,0,0,0,1,26.0,FW,23,22,1,0,0,0,0,0,0,0,0,0,12,0,1,26.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,26.0,FW,32,2,3,25,4,2,32,0,0,,0,,10,38,9,0,0,0,4,1,31,6,26.0,FW,0,0,0,4,2,0,0,0,0,0,0,0,0,6,5,54.5,,,,,,,,,,,,,,,,,,,,,0,5
